POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer.3a_OPERACION,buffer.3a_TIPO,buffer.3a_LATITUD,buffer.3a_LONGITUD,buffer.3a_M2TOTAL,buffer.3a_PRECIOUSD,buffer.3a_BARRIO,buffer.3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer.3a_OPERACION,Matrix_distancia_f_buffer.3a_TIPO,Matrix_distancia_f_buffer.3a_LATITUD,Matrix_distancia_f_buffer.3a_LONGITUD,Matrix_distancia_f_buffer.3a_M2TOTAL,Matrix_distancia_f_buffer.3a_PRECIOUSD,Matrix_distancia_f_buffer.3a_BARRIO,Matrix_distancia_f_buffer.3a_COMUNA,Matrix_.distancia_S_TargetID,Matrix_.distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance,residuos_reg_base,ln_preciousd,ln_m2total
626,VTA,TERRENO,-34.544165,-58.4793749,200,980000,SAAVEDRA,12,VTA,TERRENO,-34.544165,-58.4793749,200,980000,SAAVEDRA,12,-58.4870632,1306.20218202513,VTA,TERRENO,-34.544165,-58.4793749,200,980000,SAAVEDRA,12,-58.4623784082243,2013.59892317107,223,Obelisco,11142.4786227031,0.6509633986324228,13.795307850646754,5.298317366548036
627,VTA,TERRENO,-34.556016,-58.4793556,3000,1000000,SAAVEDRA,12,VTA,TERRENO,-34.556016,-58.4793556,3000,1000000,SAAVEDRA,12,-58.4870632,739.492668522254,VTA,TERRENO,-34.556016,-58.4793556,3000,1000000,SAAVEDRA,12,-58.4623784082243,1558.69770771302,269,Obelisco,10414.8222838224,-0.9187545159093636,13.815510557964274,8.006367567650246
628,VTA,TERRENO,-34.638719,-58.47934,206,259000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.638719,-58.47934,206,259000,PARQUE AVELLANEDA,9,-58.4808913,717.940844661716,VTA,TERRENO,-34.638719,-58.47934,206,259000,PARQUE AVELLANEDA,9,-58.4696396292247,1257.40497562005,426,Obelisco,9768.76416418448,-0.15018890188337533,12.464583340681674,5.327876168789581
629,VTA,TERRENO,-34.548291999999996,-58.479337,375,750000,SAAVEDRA,12,VTA,TERRENO,-34.548291999999996,-58.479337,375,750000,SAAVEDRA,12,-58.4870632,956.146732548338,VTA,TERRENO,-34.548291999999996,-58.479337,375,750000,SAAVEDRA,12,-58.4623784082243,1757.12278137655,228,Obelisco,10874.2181276089,0.01442223756536065,13.527828485512494,5.926926025970411
630,VTA,TERRENO,-34.5558591,-58.4793198,279,1150000,SAAVEDRA,12,VTA,TERRENO,-34.5558591,-58.4793198,279,1150000,SAAVEDRA,12,-58.4870632,737.774701090988,VTA,TERRENO,-34.5558591,-58.4793198,279,1150000,SAAVEDRA,12,-58.4623784082243,1555.04744290347,266,Obelisco,10420.858078973,0.6154827439768147,13.955272500339433,5.631211781821365
631,VTA,TERRENO,-34.546281,-58.479242,386,880000,SAAVEDRA,12,VTA,TERRENO,-34.546281,-58.479242,386,880000,SAAVEDRA,12,-58.4870632,1123.65115498771,VTA,TERRENO,-34.546281,-58.479242,386,880000,SAAVEDRA,12,-58.4623784082243,1863.87008164228,247,Obelisco,10994.8868464163,0.15729682879218174,13.687677186454389,5.955837369464831
632,VTA,TERRENO,-34.5463014,-58.4791159,369,845000,SAAVEDRA,12,VTA,TERRENO,-34.5463014,-58.4791159,369,845000,SAAVEDRA,12,-58.4870632,1129.35189549593,VTA,TERRENO,-34.5463014,-58.4791159,369,845000,SAAVEDRA,12,-58.4623784082243,1853.00342910778,246,Obelisco,10984.1461659544,0.14315536354673122,13.64709190633931,5.910796644040527
633,VTA,TERRENO,-34.6296485,-58.4790816,300,980000,FLORESTA,10,VTA,TERRENO,-34.6296485,-58.4790816,300,980000,FLORESTA,10,-58.4808913,345.040771409468,VTA,TERRENO,-34.6296485,-58.4790816,300,980000,FLORESTA,10,-58.4696396292247,873.727974444092,620,Obelisco,9392.15761747513,0.6021502506336786,13.795307850646754,5.703782474656201
634,VTA,TERRENO,-34.6383963,-58.4790089,206,269000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6383963,-58.4790089,206,269000,PARQUE AVELLANEDA,9,-58.4808913,689.851844475214,VTA,TERRENO,-34.6383963,-58.4790089,206,269000,PARQUE AVELLANEDA,9,-58.4696396292247,1210.63324264081,434,Obelisco,9726.71191440811,-0.11230558398107277,12.502466658583977,5.327876168789581
635,VTA,TERRENO,-34.5462052,-58.4789558,369,880000,SAAVEDRA,12,VTA,TERRENO,-34.5462052,-58.4789558,369,880000,SAAVEDRA,12,-58.4870632,1146.99864610227,VTA,TERRENO,-34.5462052,-58.4789558,369,880000,SAAVEDRA,12,-58.4623784082243,1846.86770419114,252,Obelisco,10978.3845073007,0.18374064366180912,13.687677186454389,5.910796644040527
636,VTA,TERRENO,-34.5736071,-58.4789349,123,770000,VILLA URQUIZA,12,VTA,TERRENO,-34.5736071,-58.4789349,123,770000,VILLA URQUIZA,12,-58.4789912,575.741893323975,VTA,TERRENO,-34.5736071,-58.4789349,123,770000,VILLA URQUIZA,12,-58.4810135036721,502.446080013603,387,Obelisco,9534.89614866267,0.7222345770628241,13.554145793829866,4.812184355372417
637,VTA,TERRENO,-34.5639902,-58.4789217,313,890000,COGHLAN,12,VTA,TERRENO,-34.5639902,-58.4789217,313,890000,COGHLAN,12,-58.4753485,356.915218464542,VTA,TERRENO,-34.5639902,-58.4789217,313,890000,COGHLAN,12,-58.4863853478891,1334.88595912286,301,Obelisco,9958.30870225442,0.3003991677760025,13.698976741708323,5.746203190540153
638,VTA,TERRENO,-34.614289,-58.478921,210,825000,VILLA SANTA RITA,11,VTA,TERRENO,-34.614289,-58.478921,210,825000,VILLA SANTA RITA,11,-58.4661766,1905.05760254906,VTA,TERRENO,-34.614289,-58.478921,210,825000,VILLA SANTA RITA,11,-58.4696396292247,2010.38845933745,388,Obelisco,9003.67757193947,0.8221068885000341,13.623138665316818,5.3471075307174685
639,VTA,TERRENO,-34.6187677,-58.4789172,635,1900000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6187677,-58.4789172,635,1900000,VILLA SANTA RITA,11,-58.4808913,1520.37988894247,VTA,TERRENO,-34.6187677,-58.4789172,635,1900000,VILLA SANTA RITA,11,-58.4696396292247,1574.19079584967,402,Obelisco,9081.15501619122,1.0066863127643872,14.457364444136669,6.453624998892692
640,VTA,TERRENO,-34.630572,-58.478891,400,1200000,FLORESTA,10,VTA,TERRENO,-34.630572,-58.478891,400,1200000,FLORESTA,10,-58.4808913,271.422302396596,VTA,TERRENO,-34.630572,-58.478891,400,1200000,FLORESTA,10,-58.4696396292247,848.450439544885,655,Obelisco,9407.40478914891,0.6357737833834719,13.997832114758229,5.991464547107982
641,VTA,TERRENO,-34.5725455,-58.4787111,379,2000000,VILLA URQUIZA,12,VTA,TERRENO,-34.5725455,-58.4787111,379,2000000,VILLA URQUIZA,12,-58.4789912,458.673200373593,VTA,TERRENO,-34.5725455,-58.4787111,379,2000000,VILLA URQUIZA,12,-58.4810135036721,619.726678413019,376,Obelisco,9557.70238354752,1.016042332457725,14.508657738524219,5.937536205082426
642,VTA,TERRENO,-34.5992252,-58.4786873,1731,3149000,AGRONOMIA,15,VTA,TERRENO,-34.5992252,-58.4786873,1731,3149000,AGRONOMIA,15,-58.4935315,1382.28536710167,VTA,TERRENO,-34.5992252,-58.4786873,1731,3149000,AGRONOMIA,15,-58.4662272046921,2030.74787262177,237,Obelisco,8920.37022471199,0.9347352393900812,14.962595500083161,7.456454555176209
643,VTA,TERRENO,-34.5691681,-58.4785576,133,340000,VILLA URQUIZA,12,VTA,TERRENO,-34.5691681,-58.4785576,133,340000,VILLA URQUIZA,12,-58.4789912,92.3044204478519,VTA,TERRENO,-34.5691681,-58.4785576,133,340000,VILLA URQUIZA,12,-58.4863853478891,917.835856039636,333,Obelisco,9686.79775510864,-0.14110156111459063,12.736700896592344,4.890349128221754
644,VTA,TERRENO,-34.6183292,-58.4784914,535,230000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6183292,-58.4784914,535,230000,VILLA SANTA RITA,11,-58.4661766,1546.27997965915,VTA,TERRENO,-34.6183292,-58.4784914,535,230000,VILLA SANTA RITA,11,-58.4696396292247,1595.11350052094,405,Obelisco,9033.94066187427,-1.0042375729925446,12.345834587905333,6.282266746896006
645,VTA,TERRENO,-34.678448,-58.478389,408,250000,VILLA LUGANO,8,VTA,TERRENO,-34.678448,-58.478389,408,250000,VILLA LUGANO,8,-58.4769699,195.682534705705,VTA,TERRENO,-34.678448,-58.478389,408,250000,VILLA LUGANO,8,-58.4616517616898,4188.83780401297,219,Obelisco,12144.1744566528,-0.1855834528259411,12.429216196844383,6.0112671744041615
646,VTA,TERRENO,-34.6317205,-58.4783551,313,350000,FLORESTA,10,VTA,TERRENO,-34.6317205,-58.4783551,313,350000,FLORESTA,10,-58.4808913,243.643843803378,VTA,TERRENO,-34.6317205,-58.4783551,313,350000,FLORESTA,10,-58.4696396292247,807.041043588258,650,Obelisco,9402.05687608191,-0.4523747502587701,12.765688433465597,5.746203190540153
647,VTA,TERRENO,-34.5430616,-58.4783234,147,618000,SAAVEDRA,12,VTA,TERRENO,-34.5430616,-58.4783234,147,618000,SAAVEDRA,12,-58.4680326,1191.18263325304,VTA,TERRENO,-34.5430616,-58.4783234,147,618000,SAAVEDRA,12,-58.4623784082243,2022.24017895347,290,Obelisco,11138.4983879934,0.3706612069011512,13.334243736439827,4.990432586778736
648,VTA,TERRENO,-34.679879,-58.478225,200,550000,VILLA LUGANO,8,VTA,TERRENO,-34.679879,-58.478225,200,550000,VILLA LUGANO,8,-58.4769699,325.930002630347,VTA,TERRENO,-34.679879,-58.478225,200,550000,VILLA LUGANO,8,-58.4616517616898,4331.64480562547,222,Obelisco,12242.1438494686,1.0214531500500532,13.217673557208654,5.298317366548036
649,VTA,TERRENO,-34.5981462,-58.4781746,378,890000,PATERNAL,15,VTA,TERRENO,-34.5981462,-58.4781746,378,890000,PATERNAL,15,-58.4935315,1453.37917500766,VTA,TERRENO,-34.5981462,-58.4781746,378,890000,PATERNAL,15,-58.4662272046921,1905.55622577245,190,Obelisco,8881.0053662393,0.3690797798803271,13.698976741708323,5.934894195619588
650,VTA,TERRENO,-34.543603,-58.4781599,485,490000,SAAVEDRA,12,VTA,TERRENO,-34.543603,-58.4781599,485,490000,SAAVEDRA,12,-58.4680326,1217.1883023477,VTA,TERRENO,-34.543603,-58.4781599,485,490000,SAAVEDRA,12,-58.4623784082243,1970.20768067428,269,Obelisco,11090.3040856835,-0.56226343464098,13.102160670086809,6.184148890937483
651,VTA,TERRENO,-34.5895259,-58.4781415,362,500000,PARQUE CHAS,15,VTA,TERRENO,-34.5895259,-58.4781415,362,500000,PARQUE CHAS,15,-58.4878391,1868.75843032452,VTA,TERRENO,-34.5895259,-58.4781415,362,500000,PARQUE CHAS,15,-58.4742408261771,985.474914722087,97,Obelisco,8995.77847627467,-0.24246725903730668,13.122363377404328,5.8916442118257715
652,VTA,TERRENO,-34.5872608,-58.4780865,262,550000,PARQUE CHAS,15,VTA,TERRENO,-34.5872608,-58.4780865,262,550000,PARQUE CHAS,15,-58.4878391,1654.85964452786,VTA,TERRENO,-34.5872608,-58.4780865,262,550000,PARQUE CHAS,15,-58.4742408261771,754.504609017255,143,Obelisco,9038.32797731186,0.04265508624456678,13.217673557208654,5.568344503761097
653,VTA,TERRENO,-34.572844,-58.478064,229,400000,VILLA URQUIZA,12,VTA,TERRENO,-34.572844,-58.478064,229,400000,VILLA URQUIZA,12,-58.4789912,498.382084282675,VTA,TERRENO,-34.572844,-58.478064,229,400000,VILLA URQUIZA,12,-58.4810135036721,612.524916949336,365,Obelisco,9490.3660248021,-0.2976017323330724,12.89921982609012,5.43372200355424
654,VTA,TERRENO,-34.5980397,-58.4780414,1353,2279000,PATERNAL,15,VTA,TERRENO,-34.5980397,-58.4780414,1353,2279000,PATERNAL,15,-58.4935315,1468.15420248707,VTA,TERRENO,-34.5980397,-58.4780414,1353,2279000,PATERNAL,15,-58.4662272046921,1888.86625362943,189,Obelisco,8869.65419484029,0.5606775134211244,14.639247308227821,7.210079628170788
655,VTA,TERRENO,-34.6644574,-58.478039,168,120000,VILLA LUGANO,8,VTA,TERRENO,-34.6644574,-58.478039,168,120000,VILLA LUGANO,8,-58.4769699,1409.23985700715,VTA,TERRENO,-34.6644574,-58.478039,168,120000,VILLA LUGANO,8,-58.4616517616898,2785.52633846634,246,Obelisco,11117.6716172429,-0.3986089441445195,11.695247021764184,5.123963979403259
656,VTA,TERRENO,-34.618347,-58.478024,986,329000,VILLA SANTA RITA,11,VTA,TERRENO,-34.618347,-58.478024,986,329000,VILLA SANTA RITA,11,-58.4661766,1513.88215855108,VTA,TERRENO,-34.618347,-58.478024,986,329000,VILLA SANTA RITA,11,-58.4696396292247,1572.01140182184,417,Obelisco,8992.12534111741,-1.0052114669998282,12.70381302974751,6.893656354602635
657,VTA,TERRENO,-34.5415079,-58.4780174,260,850000,SAAVEDRA,12,VTA,TERRENO,-34.5415079,-58.4780174,260,850000,SAAVEDRA,12,-58.4680326,1070.61876625127,VTA,TERRENO,-34.5415079,-58.4780174,260,850000,SAAVEDRA,12,-58.4623784082243,2125.75600820565,259,Obelisco,11221.376263083,0.35461075779713874,13.652991628466498,5.560681631015528
658,VTA,TERRENO,-34.5982706,-58.4779557,200,280000,AGRONOMIA,15,VTA,TERRENO,-34.5982706,-58.4779557,200,280000,AGRONOMIA,15,-58.4935315,1469.55911194705,VTA,TERRENO,-34.5982706,-58.4779557,200,280000,AGRONOMIA,15,-58.4662272046921,1905.44947307958,191,Obelisco,8860.0155316277,-0.21825363071854412,12.542544882151386,5.298317366548036
659,VTA,TERRENO,-34.5429169,-58.4779208,293,650000,SAAVEDRA,12,VTA,TERRENO,-34.5429169,-58.4779208,293,650000,SAAVEDRA,12,-58.4680326,1152.13790083738,VTA,TERRENO,-34.5429169,-58.4779208,293,650000,SAAVEDRA,12,-58.4623784082243,2006.91835082274,302,Obelisco,11118.8190120392,0.01619254364291894,13.38472764187182,5.680172609017068
660,VTA,TERRENO,-34.5632706,-58.477726,149,620000,COGHLAN,12,VTA,TERRENO,-34.5632706,-58.477726,149,620000,COGHLAN,12,-58.4753485,310.389088346609,VTA,TERRENO,-34.5632706,-58.477726,149,620000,COGHLAN,12,-58.4863853478891,1460.67255053375,287,Obelisco,9896.03080430826,0.3746828738615324,13.337474757021274,5.003946305945459
661,VTA,TERRENO,-34.5877213,-58.4776935,200,540000,PARQUE CHAS,15,VTA,TERRENO,-34.5877213,-58.4776935,200,540000,PARQUE CHAS,15,-58.4878391,1717.33031086809,VTA,TERRENO,-34.5877213,-58.4776935,200,540000,PARQUE CHAS,15,-58.4742408261771,784.781293667002,128,Obelisco,8992.77622724284,0.18284130771922696,13.199324418540456,5.298317366548036
662,VTA,TERRENO,-34.5877779,-58.4776697,0,500000,PARQUE CHAS,15,VTA,TERRENO,-34.5877779,-58.4776697,0,500000,PARQUE CHAS,15,-58.4878391,1723.79089842423,VTA,TERRENO,-34.5877779,-58.4776697,0,500000,PARQUE CHAS,15,-58.4742408261771,789.657445283041,127,Obelisco,8989.39546071369,NA,13.122363377404328,-Inf
663,VTA,TERRENO,-34.6406735,-58.4776566,368,248000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6406735,-58.4776566,368,248000,PARQUE AVELLANEDA,9,-58.4808913,967.129996438383,VTA,TERRENO,-34.6406735,-58.4776566,368,248000,PARQUE AVELLANEDA,9,-58.4696396292247,1327.67773421305,383,Obelisco,9716.66405020512,-0.5342328285123389,12.421184025147118,5.908082938168931
664,VTA,TERRENO,-34.5882492,-58.4775009,400,660000,PARQUE CHAS,15,VTA,TERRENO,-34.5882492,-58.4775009,400,660000,PARQUE CHAS,15,-58.4878391,1776.19984057431,VTA,TERRENO,-34.5882492,-58.4775009,400,660000,PARQUE CHAS,15,-58.4742408261771,832.17974306718,123,Obelisco,8964.03158018932,-0.02344093879412205,13.399995114002609,5.991464547107982
665,VTA,TERRENO,-34.5878976,-58.4774814,360,900000,PARQUE CHAS,15,VTA,TERRENO,-34.5878976,-58.4774814,360,900000,PARQUE CHAS,15,-58.4878391,1744.3227523462,VTA,TERRENO,-34.5878976,-58.4774814,360,900000,PARQUE CHAS,15,-58.4742408261771,795.235191998514,127,Obelisco,8969.84574722368,0.34857209557655777,13.710150042306449,5.886104031450156
666,VTA,TERRENO,-34.5616216,-58.4774597,400,650000,COGHLAN,12,VTA,TERRENO,-34.5616216,-58.4774597,400,650000,COGHLAN,12,-58.4753485,447.779911503223,VTA,TERRENO,-34.5616216,-58.4774597,400,650000,COGHLAN,12,-58.4623784082243,1534.84948868591,282,Obelisco,9958.80283823666,-0.15784507971089046,13.38472764187182,5.991464547107982
667,VTA,TERRENO,-34.553354,-58.477419,756,1870000,SAAVEDRA,12,VTA,TERRENO,-34.553354,-58.477419,756,1870000,SAAVEDRA,12,-58.4870632,888.745914131371,VTA,TERRENO,-34.553354,-58.477419,756,1870000,SAAVEDRA,12,-58.4623784082243,1403.56325433716,275,Obelisco,10417.6586911578,0.5164116148631923,14.44144898883077,6.628041376179533
668,VTA,TERRENO,-34.5478557,-58.4772346,344,460000,SAAVEDRA,12,VTA,TERRENO,-34.5478557,-58.4772346,344,460000,SAAVEDRA,12,-58.4870632,1135.58906497184,VTA,TERRENO,-34.5478557,-58.4772346,344,460000,SAAVEDRA,12,-58.4623784082243,1614.09082223441,268,Obelisco,10743.5328775249,-0.4237661508730792,13.038981768465277,5.840641657373398
669,VTA,TERRENO,-34.6054096,-58.4771598,378,700000,VILLA DEL PARQUE,11,VTA,TERRENO,-34.6054096,-58.4771598,378,700000,VILLA DEL PARQUE,11,-58.4935315,1567.15782666837,VTA,TERRENO,-34.6054096,-58.4771598,378,700000,VILLA DEL PARQUE,11,-58.4662272046921,2568.4379491661,299,Obelisco,8767.96970391192,-0.01684084923567749,13.458835614025542,5.934894195619588
670,VTA,TERRENO,-34.6394329,-58.477157,371,600000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6394329,-58.477157,371,600000,PARQUE AVELLANEDA,9,-58.4808913,854.504771196738,VTA,TERRENO,-34.6394329,-58.477157,371,600000,PARQUE AVELLANEDA,9,-58.4696396292247,1188.32162996909,416,Obelisco,9617.70236332491,0.3445012695797954,13.304684934198283,5.916202062607435
671,VTA,TERRENO,-34.6394745,-58.4771354,372,580000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6394745,-58.4771354,372,580000,PARQUE AVELLANEDA,9,-58.4808913,859.52650321908,VTA,TERRENO,-34.6394745,-58.4771354,372,580000,PARQUE AVELLANEDA,9,-58.4696396292247,1190.93964586959,413,Obelisco,9617.79752897443,0.3090193428145675,13.270783382522602,5.918893854273146
672,VTA,TERRENO,-34.6342634,-58.477113,294,410000,FLORESTA,10,VTA,TERRENO,-34.6342634,-58.477113,294,410000,FLORESTA,10,-58.4808913,404.828820316164,VTA,TERRENO,-34.6342634,-58.477113,294,410000,FLORESTA,10,-58.4696396292247,790.716619413313,588,Obelisco,9392.52078328987,-0.2573839702186097,12.92391243868049,5.683579767338681
673,VTA,TERRENO,-34.6380657,-58.4770318,171,249000,FLORESTA,10,VTA,TERRENO,-34.6380657,-58.4770318,171,249000,FLORESTA,10,-58.4808913,723.665853997492,VTA,TERRENO,-34.6380657,-58.4770318,171,249000,FLORESTA,10,-58.4696396292247,1061.03626977118,447,Obelisco,9545.76644320209,-0.43792435355912834,12.425208175446844,5.14166355650266
674,VTA,TERRENO,-34.6145759,-58.4770203,95,195000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6145759,-58.4770203,95,195000,VILLA SANTA RITA,11,-58.4661766,1776.91629836704,VTA,TERRENO,-34.6145759,-58.4770203,95,195000,VILLA SANTA RITA,11,-58.4696396292247,1913.21778330018,406,Obelisco,8835.12407329105,-0.15456409889987324,12.180754837545884,4.553876891600541
675,VTA,TERRENO,-34.6560393,-58.476994500000004,156,350000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6560393,-58.476994500000004,156,350000,PARQUE AVELLANEDA,9,-58.4769699,2339.68686996462,VTA,TERRENO,-34.6560393,-58.476994500000004,156,350000,PARQUE AVELLANEDA,9,-58.4616517616898,1992.93310795199,327,Obelisco,10498.2738813359,0.31414432749316246,12.765688433465597,5.049856007249537
676,VTA,TERRENO,-34.5854822,-58.4769557,194,660000,PARQUE CHAS,15,VTA,TERRENO,-34.5854822,-58.4769557,194,660000,PARQUE CHAS,15,-58.4878391,1557.1206763041,VTA,TERRENO,-34.5854822,-58.4769557,194,660000,PARQUE CHAS,15,-58.4742408261771,531.587354600771,169,Obelisco,8979.24247810873,0.40139487776240373,13.399995114002609,5.267858159063328
677,VTA,TERRENO,-34.5405148,-58.4769317,207,1200000,SAAVEDRA,12,VTA,TERRENO,-34.5405148,-58.4769317,207,1200000,SAAVEDRA,12,-58.4680326,929.353331545915,VTA,TERRENO,-34.5405148,-58.4769317,207,1200000,SAAVEDRA,12,-58.4623784082243,2144.82989957331,268,Obelisco,11211.599092256,0.8332902758058677,13.997832114758229,5.332718793265369
678,VTA,TERRENO,-34.61519,-58.476909,226,432000,VILLA SANTA RITA,11,VTA,TERRENO,-34.61519,-58.476909,226,432000,VILLA SANTA RITA,11,-58.4661766,1715.00172490841,VTA,TERRENO,-34.61519,-58.476909,226,432000,VILLA SANTA RITA,11,-58.4696396292247,1845.94461875214,400,Obelisco,8834.53158739153,0.1320391634152322,12.976180867226248,5.420534999272286
679,VTA,TERRENO,-34.5400443,-58.4768539,205,1050000,SAAVEDRA,12,VTA,TERRENO,-34.5400443,-58.4768539,205,1050000,SAAVEDRA,12,-58.4680326,899.195827369765,VTA,TERRENO,-34.5400443,-58.4768539,205,1050000,SAAVEDRA,12,-58.4623784082243,2181.5524810374,251,Obelisco,11238.7804512925,0.7054590152497869,13.864300722133706,5.3230099791384085
680,VTA,TERRENO,-34.6364039,-58.4767527,351,1200000,FLORESTA,10,VTA,TERRENO,-34.6364039,-58.4767527,351,1200000,FLORESTA,10,-58.4808913,586.268444972907,VTA,TERRENO,-34.6364039,-58.4767527,351,1200000,FLORESTA,10,-58.4696396292247,908.172524600829,479,Obelisco,9450.13577252621,0.7124962021569647,13.997832114758229,5.860786223465865
681,VTA,TERRENO,-34.5535506,-58.4766757,300,690000,SAAVEDRA,12,VTA,TERRENO,-34.5535506,-58.4766757,300,690000,SAAVEDRA,12,-58.4870632,955.137382828533,VTA,TERRENO,-34.5535506,-58.4766757,300,690000,SAAVEDRA,12,-58.4623784082243,1332.55370402116,280,Obelisco,10348.4074993917,0.06205021394529003,13.444446876573442,5.703782474656201
682,VTA,TERRENO,-34.549591,-58.4766487,268,545000,SAAVEDRA,12,VTA,TERRENO,-34.549591,-58.4766487,268,545000,SAAVEDRA,12,-58.4870632,1077.47813490371,VTA,TERRENO,-34.549591,-58.4766487,268,545000,SAAVEDRA,12,-58.4623784082243,1471.73837803087,290,Obelisco,10589.2524814438,-0.10763234019606016,13.208541073645382,5.5909869805108565
683,VTA,TERRENO,-34.5404146,-58.4766393,4000,2200000,SAAVEDRA,12,VTA,TERRENO,-34.5404146,-58.4766393,4000,2200000,SAAVEDRA,12,-58.4680326,900.464850437964,VTA,TERRENO,-34.5404146,-58.4766393,4000,2200000,SAAVEDRA,12,-58.4623784082243,2136.99409542442,269,Obelisco,11197.6474773167,-0.2991978869067731,14.603967918328545,8.294049640102028
684,VTA,TERRENO,-34.5399061,-58.4765609,205,1200000,SAAVEDRA,12,VTA,TERRENO,-34.5399061,-58.4765609,205,1200000,SAAVEDRA,12,-58.4680326,868.311984775357,VTA,TERRENO,-34.5399061,-58.4765609,205,1200000,SAAVEDRA,12,-58.4623784082243,2177.54892757263,245,Obelisco,11227.547500879,0.8389904078743097,13.997832114758229,5.3230099791384085
685,VTA,TERRENO,-34.5521049,-58.4765282,136,370000,SAAVEDRA,12,VTA,TERRENO,-34.5521049,-58.4765282,136,370000,SAAVEDRA,12,-58.4870632,991.274716178421,VTA,TERRENO,-34.5521049,-58.4765282,136,370000,SAAVEDRA,12,-58.4623784082243,1356.65426593695,275,Obelisco,10424.2887393556,-0.09666025731632533,12.821258284620408,4.912654885736052
686,VTA,TERRENO,-34.5545325,-58.4765153,381,600000,SAAVEDRA,12,VTA,TERRENO,-34.5545325,-58.4765153,381,600000,SAAVEDRA,12,-58.4870632,969.428451910909,VTA,TERRENO,-34.5545325,-58.4765153,381,600000,SAAVEDRA,12,-58.4623784082243,1303.29938526389,292,Obelisco,10277.7166031048,-0.2180406997599686,13.304684934198283,5.942799375126701
687,VTA,TERRENO,-34.6393233,-58.4764341,249,599000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6393233,-58.4764341,249,599000,PARQUE AVELLANEDA,9,-58.4808913,872.394991361328,VTA,TERRENO,-34.6393233,-58.4764341,249,599000,PARQUE AVELLANEDA,9,-58.4696396292247,1140.93629425647,442,Obelisco,9552.30379535125,0.5769424331802102,13.303016877097587,5.517452896464707
688,VTA,TERRENO,-34.6112464,-58.4763345,280,270000,VILLA GRAL. MITRE,11,VTA,TERRENO,-34.6112464,-58.4763345,280,270000,VILLA GRAL. MITRE,11,-58.4935315,1920.54461795929,VTA,TERRENO,-34.6112464,-58.4763345,280,270000,VILLA GRAL. MITRE,11,-58.4696396292247,2244.45256865631,363,Obelisco,8729.96253051314,-0.4171954687495736,12.506177237980511,5.634789603169249
689,VTA,TERRENO,-34.5405904,-58.4762757,400,2200000,SAAVEDRA,12,VTA,TERRENO,-34.5405904,-58.4762757,400,2200000,SAAVEDRA,12,-58.4680326,881.15700061891,VTA,TERRENO,-34.5405904,-58.4762757,400,2200000,SAAVEDRA,12,-58.4623784082243,2101.18521075875,283,Obelisco,11159.4240446309,1.0526705243387116,14.603967918328545,5.991464547107982
690,VTA,TERRENO,-34.5790768,-58.4762637,87,330000,VILLA ORTUZAR,15,VTA,TERRENO,-34.5790768,-58.4762637,87,330000,VILLA ORTUZAR,15,-58.4878391,1167.27095965076,VTA,TERRENO,-34.5790768,-58.4762637,87,330000,VILLA ORTUZAR,15,-58.4742408261771,304.147846063738,322,Obelisco,9105.29229049273,-0.0954505476625949,12.706847933442663,4.465908118654584
