POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,ln_preciousd,ln_m2total,residuos_mod1
508,VTA,TERRENO,-34.555064,-58.485522,339,1500000,SAAVEDRA,12,14.22097566607244,5.82600010738045,0.7668239323809726
509,VTA,TERRENO,-34.5697174,-58.4854317,112,690000,VILLA URQUIZA,12,13.444446876573442,4.718498871295094,0.6675392498590452
510,VTA,TERRENO,-34.5838758,-58.4854156,1718,2200000,PARQUE CHAS,15,14.603967918328545,7.4489161025442,0.32484895300462996
511,VTA,TERRENO,-34.544452,-58.485404,375,620000,SAAVEDRA,12,13.337474757021274,5.926926025970411,-0.17593149092585872
512,VTA,TERRENO,-34.5513245,-58.4853154,546,590000,SAAVEDRA,12,13.287877815881902,6.302618975744905,-0.44610114083204133
513,VTA,TERRENO,-34.5838572,-58.4853098,360,360000,PARQUE CHAS,15,12.793859310432293,5.886104031450156,-0.5677186362975979
514,VTA,TERRENO,-34.6134377,-58.4852327,660,450000,VILLA SANTA RITA,11,13.017002861746503,6.492239835020471,-0.4563463871125543
515,VTA,TERRENO,-34.57784,-58.485192,700,800000,VILLA URQUIZA,12,13.592367006650065,6.551080335043404,-0.2604656746532959
516,VTA,TERRENO,-34.6257804,-58.4851863,383,750000,FLORESTA,10,13.527828485512494,5.948034989180646,0.19126803808346374
517,VTA,TERRENO,-34.640091,-58.485137,470,830000,PARQUE AVELLANEDA,9,13.62918097977278,6.152732694704104,0.5301280543411627
518,VTA,TERRENO,-34.5515327,-58.4850872,480,340000,SAAVEDRA,12,12.736700896592344,6.173786103901937,-0.921639122692329
519,VTA,TERRENO,-34.5478407,-58.4849441,225,390000,SAAVEDRA,12,12.873902018105829,5.41610040220442,-0.33959391316064297
520,VTA,TERRENO,-34.6372798,-58.484892,186,320000,VELEZ SARSFIELD,10,12.676076274775909,5.225746673713202,0.0735488436671232
521,VTA,TERRENO,-34.547733,-58.484792,375,590000,SAAVEDRA,12,13.287877815881902,5.926926025970411,-0.22552843206523068
522,VTA,TERRENO,-34.6399195,-58.4847625,1150,700000,PARQUE AVELLANEDA,9,13.458835614025542,7.047517221357296,-0.16555335224737772
523,VTA,TERRENO,-34.5466679,-58.4847623,157,330000,SAAVEDRA,12,12.706847933442663,5.056245805348308,-0.2953741284621801
524,VTA,TERRENO,-34.6571374,-58.4846959,335,230000,MATADEROS,9,12.345834587905333,5.814130531825066,-0.38611104096972404
525,VTA,TERRENO,-34.6278943,-58.4845343,224,395000,FLORESTA,10,12.886641043883259,5.4116460518550396,-0.13500063562777864
526,VTA,TERRENO,-34.6082923,-58.4844332,370,1400000,VILLA DEL PARQUE,11,14.151982794585487,5.91350300563827,0.6888652912961201
527,VTA,TERRENO,-34.628247,-58.484411,469,450000,FLORESTA,10,13.017002861746503,6.150602768446279,-0.43848695022960577
528,VTA,TERRENO,-34.6282465,-58.4844109,352,750000,FLORESTA,10,13.527828485512494,5.863631175598097,0.24082227593468383
529,VTA,TERRENO,-34.559402,-58.4843302,129,1500000,SAAVEDRA,12,14.22097566607244,4.859812404361672,1.334081420071266
531,VTA,TERRENO,-34.6246492,-58.4842059,972,2300000,FLORESTA,10,14.648419680899378,6.879355804460439,0.76507240906898
532,VTA,TERRENO,-34.5495953,-58.4840478,1563,5000000,SAAVEDRA,12,15.424948470398375,7.354362330421477,1.073481533652465
533,VTA,TERRENO,-34.5600983,-58.4840272,731,1680000,VILLA URQUIZA,12,14.334304351379442,6.594413459749778,0.4560304029414388
534,VTA,TERRENO,-34.5592546,-58.4840169,753,2126000,SAAVEDRA,12,14.56975283788403,6.6240652277998935,0.6470498963807361
535,VTA,TERRENO,-34.6289398,-58.4840165,450,800000,FLORESTA,10,13.592367006650065,6.1092475827643655,0.16115719602316805
536,VTA,TERRENO,-34.622297,-58.483927,1149,1745000,VILLA SANTA RITA,11,14.372265113618665,7.046647277848756,0.5734182702518665
537,VTA,TERRENO,-34.5860024,-58.4838944,225,260000,PARQUE CHAS,15,12.468436909997665,5.41610040220442,-0.6171976800757046
538,VTA,TERRENO,-34.570867,-58.483879,408,1150000,VILLA URQUIZA,12,13.955272500339433,6.0112671744041615,0.4193689792495935
539,VTA,TERRENO,-34.6151303,-58.4837773,286,330000,VILLA SANTA RITA,11,12.706847933442663,5.655991810819852,-0.2755325814821002
540,VTA,TERRENO,-34.6558803,-58.4837335,440,250000,MATADEROS,9,12.429216196844383,6.0867747269123065,-0.4628012903821198
541,VTA,TERRENO,-34.65184,-58.4836723,100,230000,PARQUE AVELLANEDA,9,12.345834587905333,4.605170185988092,0.15536952588276734
542,VTA,TERRENO,-34.5546823,-58.483658,129,1000000,SAAVEDRA,12,13.815510557964274,4.859812404361672,0.9286163119630998
543,VTA,TERRENO,-34.574953,-58.4836535,407.02,2200000,VILLA URQUIZA,12,14.603967918328545,6.008862324284403,1.0694763063666568
544,VTA,TERRENO,-34.5567592,-58.4836296,144,260000,SAAVEDRA,12,12.468436909997665,4.969813299576001,-0.48303985063084565
545,VTA,TERRENO,-34.5707651,-58.4835856,410,1150000,VILLA URQUIZA,12,13.955272500339433,6.016157159698354,0.41649802491622867
546,VTA,TERRENO,-34.5663806,-58.4835269,1812,550000,VILLA URQUIZA,12,13.217673557208654,7.502186486602924,-1.1935620973210683
547,VTA,TERRENO,-34.5483073,-58.4835114,150,198000,SAAVEDRA,12,12.196022309676673,5.0106352940962555,-0.7794214109759777
548,VTA,TERRENO,-34.565321,-58.4834128,377,490000,VILLA URQUIZA,12,13.102160670086809,5.932245187448011,-0.38734833195358886
549,VTA,TERRENO,-34.5523281,-58.4834113,200,312000,SAAVEDRA,12,12.65075846679162,5.298317366548036,-0.4935859852227115
550,VTA,TERRENO,-34.5659299,-58.4832812,294,680000,VILLA URQUIZA,12,13.42984807715229,5.683579767338681,0.08633277907432814
551,VTA,TERRENO,-34.5716664,-58.4831534,466,2100000,VILLA URQUIZA,12,14.557447902693651,6.1441856341256456,0.9435067587964693
552,VTA,TERRENO,-34.5693583,-58.4830145,376,560000,VILLA URQUIZA,12,13.235692062711331,5.929589143389895,-0.2522575519813548
553,VTA,TERRENO,-34.5442938,-58.4829955,378,620000,SAAVEDRA,12,13.337474757021274,5.934894195619588,-0.18060967497080152
554,VTA,TERRENO,-34.63533,-58.48299,274,485000,VELEZ SARSFIELD,10,13.091904169919621,5.6131281063880705,0.2619416166389886
555,VTA,TERRENO,-34.6141282,-58.4829834,204,240000,VILLA SANTA RITA,11,12.388394202324129,5.318119993844216,-0.3956187309597938
556,VTA,TERRENO,-34.655049,-58.482943,306,174000,MATADEROS,9,12.066810578196666,5.723585101952381,-0.611975014682343
557,VTA,TERRENO,-34.566044,-58.482884,146,650000,VILLA URQUIZA,12,13.38472764187182,4.983606621708336,0.45217287123623984
558,VTA,TERRENO,-34.555504,-58.4828516,190,360000,SAAVEDRA,12,12.793859310432293,5.247024072160486,-0.3203703872555963
559,VTA,TERRENO,-34.571611,-58.482837,342,1451000,VILLA URQUIZA,12,14.187763531866326,5.834810737062605,0.7554591717059915
560,VTA,TERRENO,-34.571606,-58.482835,346,1450000,VILLA URQUIZA,12,14.187074114396758,5.846438775057725,0.7479428285787377
561,VTA,TERRENO,-34.6862,-58.4828,290,380000,VILLA LUGANO,8,12.84792653170257,5.66988092298052,0.4335578197367149
562,VTA,TERRENO,-34.55414,-58.482683,389,720000,SAAVEDRA,12,13.487006490992238,5.963579343618446,-0.0479192493056837
563,VTA,TERRENO,-34.572294,-58.482673,432,1400000,VILLA URQUIZA,12,14.151982794585487,6.068425588244111,0.5825210548038694
564,VTA,TERRENO,-34.5445922,-58.482647299999996,373,680000,SAAVEDRA,12,13.42984807715229,5.921578419643816,-0.08041854303876352
565,VTA,TERRENO,-34.6223005,-58.4824035,171,300000,VILLA SANTA RITA,11,12.611537753638338,5.14166355650266,-0.0688760187160807
566,VTA,TERRENO,-34.55369,-58.482375,299,570000,SAAVEDRA,12,13.253391639810733,5.700443573390687,-0.12704472386349602
567,VTA,TERRENO,-34.6074542,-58.4823326,200,245000,VILLA DEL PARQUE,11,12.409013489526863,5.298317366548036,-0.6929229937566117
568,VTA,TERRENO,-34.6546551,-58.4823017,220,190000,PARQUE AVELLANEDA,9,12.154779351142624,5.393627546352362,-0.4985961163774773
569,VTA,TERRENO,-34.6133858,-58.4822795,465,690000,VILLA SANTA RITA,11,13.444446876573442,6.142037405587356,0.17670462279679347
570,VTA,TERRENO,-34.5630093,-58.4822452,490,530000,VILLA URQUIZA,12,13.180632285528304,6.194405391104672,-0.4627933292303182
571,VTA,TERRENO,-34.6339976,-58.4820985,577,900000,FLORESTA,10,13.710150042306449,6.3578422665081,0.13298805767336638
572,VTA,TERRENO,-34.5435083,-58.4820685,174,650000,SAAVEDRA,12,13.38472764187182,5.159055299214529,0.32214520173089556
573,VTA,TERRENO,-34.6212455,-58.4819994,282,400000,VILLA SANTA RITA,11,12.89921982609012,5.641907070938114,-0.0748914114104715
574,VTA,TERRENO,-34.6210379,-58.4819085,693,1250000,VILLA SANTA RITA,11,14.038654109278484,6.541029999189903,0.5366597163503439
575,VTA,TERRENO,-34.6088056,-58.4817267,259,430000,VILLA DEL PARQUE,11,12.971540487669746,5.556828061699537,-0.2821699490748841
576,VTA,TERRENO,-34.633976,-58.4817009,624,1200000,FLORESTA,10,13.997832114758229,6.436150368369428,0.37469473943360404
577,VTA,TERRENO,-34.6485963,-58.4816412,308,320000,PARQUE AVELLANEDA,9,12.676076274775909,5.730099782973574,-0.1748450681749553
578,VTA,TERRENO,-34.544121,-58.481521,92,370000,SAAVEDRA,12,12.821258284620408,4.5217885770490405,0.13282086689568837
579,VTA,TERRENO,-34.5430723,-58.4815067,174,650000,SAAVEDRA,12,13.38472764187182,5.159055299214529,0.32214520173089556
580,VTA,TERRENO,-34.5614545,-58.4814937,316,850000,COGHLAN,12,13.652991628466498,5.755742213586912,0.24881360833555813
581,VTA,TERRENO,-34.5742948,-58.4814889,1992,7600000,VILLA URQUIZA,12,15.84365880525656,7.596894438144544,1.3768192608326295
582,VTA,TERRENO,-34.6396294,-58.4814796,216,390000,PARQUE AVELLANEDA,9,12.873902018105829,5.375278407684165,0.23129949487976137
583,VTA,TERRENO,-34.6222655,-58.4813671,900,1150000,VILLA SANTA RITA,11,13.955272500339433,6.802394763324311,0.2998285043885882
584,VTA,TERRENO,-34.553111,-58.481335,299,465000,SAAVEDRA,12,13.049792684569493,5.700443573390687,-0.33064367910473624
585,VTA,TERRENO,-34.6692431,-58.4813318,2540,1500000,VILLA LUGANO,8,14.22097566607244,7.8399193600125825,0.5325578763382547
586,VTA,TERRENO,-34.6338648,-58.4812822,312,730000,FLORESTA,10,13.500799813124575,5.7430031878094825,0.28461537977545115
587,VTA,TERRENO,-34.634667,-58.48126,2600,1300000,FLORESTA,10,14.077874822431765,7.8632667240095735,-0.38313539686800274
588,VTA,TERRENO,-34.5638253,-58.4811814,455,590000,VILLA URQUIZA,12,13.287877815881902,6.12029741895095,-0.31203834210098536
589,VTA,TERRENO,-34.5770121,-58.4811062,304,1100000,VILLA URQUIZA,12,13.9108207377686,5.717027701406222,0.5476678568604046
590,VTA,TERRENO,-34.633711,-58.481059,320,750000,FLORESTA,10,13.527828485512494,5.768320995793772,0.29677973945671804
591,VTA,TERRENO,-34.6198518,-58.4810464,464,590000,VILLA SANTA RITA,11,13.287877815881902,6.139884552226255,0.021399521670427184
592,VTA,TERRENO,-34.6082563,-58.4810003,219,575000,VILLA DEL PARQUE,11,13.262125319779487,5.389071729816501,0.10690613382472713
593,VTA,TERRENO,-34.618652,-58.480956,256,249900,VILLA SANTA RITA,11,12.428816116823043,5.545177444479562,-0.4885042872621986
594,VTA,TERRENO,-34.563263,-58.480852,137,280000,VILLA URQUIZA,12,12.542544882151386,4.919980925828125,-0.3526546703575418
595,VTA,TERRENO,-34.5988692,-58.4808158,420,360000,AGRONOMIA,15,12.793859310432293,6.040254711277414,-0.4025372884822214
596,VTA,TERRENO,-34.5800476,-58.4807587,217,580000,VILLA URQUIZA,12,13.270783382522602,5.37989735354046,0.10556276007409697
597,VTA,TERRENO,-34.5437177,-58.4805163,924,570000,SAAVEDRA,12,13.253391639810733,6.828712071641684,-0.789461303745718
598,VTA,TERRENO,-34.639059,-58.4805154,198,381000,PARQUE AVELLANEDA,9,12.850554654108839,5.288267030694535,0.25903729265557773
599,VTA,TERRENO,-34.5489995,-58.4804759,157,390000,SAAVEDRA,12,12.873902018105829,5.056245805348308,-0.1283200437990146
600,VTA,TERRENO,-34.6197299,-58.4803411,217,280000,VILLA SANTA RITA,11,12.542544882151386,5.37989735354046,-0.27773809446670417
601,VTA,TERRENO,-34.6199471,-58.4802444,442,399900,VILLA SANTA RITA,11,12.89896979483491,6.091309882077698,-0.3389898737847021
602,VTA,TERRENO,-34.637044,-58.480175,220,360000,VELEZ SARSFIELD,10,12.793859310432293,5.393627546352362,0.09276750953593887
603,VTA,TERRENO,-34.600049,-58.480123,175,189000,VILLA DEL PARQUE,11,12.14950229404178,5.1647859739235145,-0.8740367080159387
604,VTA,TERRENO,-34.5445546,-58.4801195,750,570000,SAAVEDRA,12,13.253391639810733,6.620073206530356,-0.6669675501119021
605,VTA,TERRENO,-34.599946,-58.480075,163,175000,VILLA DEL PARQUE,11,12.072541252905651,5.093750200806762,-0.9092920080538861
606,VTA,TERRENO,-34.652945,-58.480042,465,160000,PARQUE AVELLANEDA,9,11.982929094215963,6.142037405587356,-1.1098445308110516
607,VTA,TERRENO,-34.6331178,-58.4800249,488,1300000,FLORESTA,10,14.077874822431765,6.1903154058531475,0.599069363967307
608,VTA,TERRENO,-34.565172,-58.480005,120,590000,VILLA URQUIZA,12,13.287877815881902,4.787491742782046,0.4704638539844473
609,VTA,TERRENO,-34.575903,-58.479987,470,775000,VILLA URQUIZA,12,13.560618308335483,6.152732694704104,-0.05834089167618311
610,VTA,TERRENO,-34.633389,-58.479953,152,575000,FLORESTA,10,13.262125319779487,5.0238805208462765,0.4681442700256557
611,VTA,TERRENO,-34.5867281,-58.4799524,160,340000,PARQUE CHAS,15,12.736700896592344,5.075173815233827,-0.1487726289099046
612,VTA,TERRENO,-34.6198308,-58.4799313,260,349000,VILLA SANTA RITA,11,12.762827201184564,5.560681631015528,-0.1635958502181654
613,VTA,TERRENO,-34.57472,-58.479919,130,330000,VILLA URQUIZA,12,12.706847933442663,4.867534450455582,-0.15755982181497913
614,VTA,TERRENO,-34.5415758,-58.4798613,225,660000,SAAVEDRA,12,13.399995114002609,5.41610040220442,0.18649918273613686
615,VTA,TERRENO,-34.6585065,-58.4798337,152,390000,MATADEROS,9,12.873902018105829,5.0238805208462765,0.6059192760222851
616,VTA,TERRENO,-34.613895,-58.479794,245,750000,VILLA SANTA RITA,11,13.527828485512494,5.501258210544727,0.636293458559787
617,VTA,TERRENO,-34.544281,-58.479737,718,500000,SAAVEDRA,12,13.122363377404328,6.576469569048224,-0.772395724900764
618,VTA,TERRENO,-34.599878,-58.479687,104,149000,VILLA DEL PARQUE,11,11.911701584927597,4.6443908991413725,-0.8063087897164243
619,VTA,TERRENO,-34.5789565,-58.4796312,416,2600000,VILLA URQUIZA,12,14.77102200299171,6.030685260261263,1.223717949102045
620,VTA,TERRENO,-34.5780617,-58.4795911,259,950000,VILLA URQUIZA,12,13.764217263576723,5.556828061699537,0.49511903153745396
621,VTA,TERRENO,-34.5708698,-58.4795715,230,370000,VILLA URQUIZA,12,12.821258284620408,5.438079308923196,-0.3781214869625776
622,VTA,TERRENO,-34.616379,-58.47947,257,460000,VILLA SANTA RITA,11,13.038981768465277,5.54907608489522,0.11937243753830053
623,VTA,TERRENO,-34.6333325,-58.4794282,312,750000,FLORESTA,10,13.527828485512494,5.7430031878094825,0.31164405216337027
624,VTA,TERRENO,-34.5470006,-58.4794145,132,350000,SAAVEDRA,12,12.765688433465597,4.882801922586371,-0.13470316539010818
625,VTA,TERRENO,-34.6173323,-58.4793969,1050,1300000,VILLA SANTA RITA,11,14.077874822431765,6.956545443151569,0.3319275763449978
626,VTA,TERRENO,-34.544165,-58.4793749,200,980000,SAAVEDRA,12,13.795307850646754,5.298317366548036,0.6509633986324228
627,VTA,TERRENO,-34.556016,-58.4793556,3000,1000000,SAAVEDRA,12,13.815510557964274,8.006367567650246,-0.9187545159093635
628,VTA,TERRENO,-34.638719,-58.47934,206,259000,PARQUE AVELLANEDA,9,12.464583340681674,5.327876168789581,-0.15018890188337533
629,VTA,TERRENO,-34.548291999999996,-58.479337,375,750000,SAAVEDRA,12,13.527828485512494,5.926926025970411,0.014422237565360659
630,VTA,TERRENO,-34.5558591,-58.4793198,279,1150000,SAAVEDRA,12,13.955272500339433,5.631211781821365,0.6154827439768147
631,VTA,TERRENO,-34.546281,-58.479242,386,880000,SAAVEDRA,12,13.687677186454389,5.955837369464831,0.15729682879218174
632,VTA,TERRENO,-34.5463014,-58.4791159,369,845000,SAAVEDRA,12,13.64709190633931,5.910796644040527,0.14315536354673122
633,VTA,TERRENO,-34.6296485,-58.4790816,300,980000,FLORESTA,10,13.795307850646754,5.703782474656201,0.6021502506336786
634,VTA,TERRENO,-34.6383963,-58.4790089,206,269000,PARQUE AVELLANEDA,9,12.502466658583977,5.327876168789581,-0.11230558398107277
635,VTA,TERRENO,-34.5462052,-58.4789558,369,880000,SAAVEDRA,12,13.687677186454389,5.910796644040527,0.18374064366180914
636,VTA,TERRENO,-34.5736071,-58.4789349,123,770000,VILLA URQUIZA,12,13.554145793829866,4.812184355372417,0.7222345770628241
637,VTA,TERRENO,-34.5639902,-58.4789217,313,890000,COGHLAN,12,13.698976741708323,5.746203190540153,0.3003991677760025
638,VTA,TERRENO,-34.614289,-58.478921,210,825000,VILLA SANTA RITA,11,13.623138665316818,5.3471075307174685,0.8221068885000341
639,VTA,TERRENO,-34.6187677,-58.4789172,635,1900000,VILLA SANTA RITA,11,14.457364444136669,6.453624998892692,1.0066863127643872
640,VTA,TERRENO,-34.630572,-58.478891,400,1200000,FLORESTA,10,13.997832114758229,5.991464547107982,0.6357737833834719
641,VTA,TERRENO,-34.5725455,-58.4787111,379,2000000,VILLA URQUIZA,12,14.508657738524219,5.937536205082426,1.016042332457725
642,VTA,TERRENO,-34.5992252,-58.4786873,1731,3149000,AGRONOMIA,15,14.962595500083161,7.456454555176209,0.9347352393900813
643,VTA,TERRENO,-34.5691681,-58.4785576,133,340000,VILLA URQUIZA,12,12.736700896592344,4.890349128221754,-0.14110156111459063
644,VTA,TERRENO,-34.6183292,-58.4784914,535,230000,VILLA SANTA RITA,11,12.345834587905333,6.282266746896006,-1.0042375729925446
645,VTA,TERRENO,-34.678448,-58.478389,408,250000,VILLA LUGANO,8,12.429216196844383,6.0112671744041615,-0.1855834528259411
646,VTA,TERRENO,-34.6317205,-58.4783551,313,350000,FLORESTA,10,12.765688433465597,5.746203190540153,-0.4523747502587701
647,VTA,TERRENO,-34.5430616,-58.4783234,147,618000,SAAVEDRA,12,13.334243736439827,4.990432586778736,0.37066120690115123
648,VTA,TERRENO,-34.679879,-58.478225,200,550000,VILLA LUGANO,8,13.217673557208654,5.298317366548036,1.0214531500500532
649,VTA,TERRENO,-34.5981462,-58.4781746,378,890000,PATERNAL,15,13.698976741708323,5.934894195619588,0.3690797798803271
650,VTA,TERRENO,-34.543603,-58.4781599,485,490000,SAAVEDRA,12,13.102160670086809,6.184148890937483,-0.56226343464098
651,VTA,TERRENO,-34.5895259,-58.4781415,362,500000,PARQUE CHAS,15,13.122363377404328,5.8916442118257715,-0.24246725903730668
652,VTA,TERRENO,-34.5872608,-58.4780865,262,550000,PARQUE CHAS,15,13.217673557208654,5.568344503761097,0.04265508624456678
653,VTA,TERRENO,-34.572844,-58.478064,229,400000,VILLA URQUIZA,12,12.89921982609012,5.43372200355424,-0.2976017323330724
654,VTA,TERRENO,-34.5980397,-58.4780414,1353,2279000,PATERNAL,15,14.639247308227821,7.210079628170788,0.5606775134211244
655,VTA,TERRENO,-34.6644574,-58.478039,168,120000,VILLA LUGANO,8,11.695247021764184,5.123963979403259,-0.3986089441445195
656,VTA,TERRENO,-34.618347,-58.478024,986,329000,VILLA SANTA RITA,11,12.70381302974751,6.893656354602635,-1.0052114669998282
657,VTA,TERRENO,-34.5415079,-58.4780174,260,850000,SAAVEDRA,12,13.652991628466498,5.560681631015528,0.35461075779713874
658,VTA,TERRENO,-34.5982706,-58.4779557,200,280000,AGRONOMIA,15,12.542544882151386,5.298317366548036,-0.21825363071854412
659,VTA,TERRENO,-34.5429169,-58.4779208,293,650000,SAAVEDRA,12,13.38472764187182,5.680172609017068,0.01619254364291894
660,VTA,TERRENO,-34.5632706,-58.477726,149,620000,COGHLAN,12,13.337474757021274,5.003946305945459,0.3746828738615324
661,VTA,TERRENO,-34.5877213,-58.4776935,200,540000,PARQUE CHAS,15,13.199324418540456,5.298317366548036,0.18284130771922694
663,VTA,TERRENO,-34.6406735,-58.4776566,368,248000,PARQUE AVELLANEDA,9,12.421184025147118,5.908082938168931,-0.5342328285123389
664,VTA,TERRENO,-34.5882492,-58.4775009,400,660000,PARQUE CHAS,15,13.399995114002609,5.991464547107982,-0.023440938794122054
665,VTA,TERRENO,-34.5878976,-58.4774814,360,900000,PARQUE CHAS,15,13.710150042306449,5.886104031450156,0.34857209557655777
666,VTA,TERRENO,-34.5616216,-58.4774597,400,650000,COGHLAN,12,13.38472764187182,5.991464547107982,-0.15784507971089046
667,VTA,TERRENO,-34.553354,-58.477419,756,1870000,SAAVEDRA,12,14.44144898883077,6.628041376179533,0.5164116148631923
668,VTA,TERRENO,-34.5478557,-58.4772346,344,460000,SAAVEDRA,12,13.038981768465277,5.840641657373398,-0.4237661508730792
669,VTA,TERRENO,-34.6054096,-58.4771598,378,700000,VILLA DEL PARQUE,11,13.458835614025542,5.934894195619588,-0.016840849235677496
670,VTA,TERRENO,-34.6394329,-58.477157,371,600000,PARQUE AVELLANEDA,9,13.304684934198283,5.916202062607435,0.3445012695797954
671,VTA,TERRENO,-34.6394745,-58.4771354,372,580000,PARQUE AVELLANEDA,9,13.270783382522602,5.918893854273146,0.3090193428145675
672,VTA,TERRENO,-34.6342634,-58.477113,294,410000,FLORESTA,10,12.92391243868049,5.683579767338681,-0.2573839702186097
673,VTA,TERRENO,-34.6380657,-58.4770318,171,249000,FLORESTA,10,12.425208175446844,5.14166355650266,-0.43792435355912834
674,VTA,TERRENO,-34.6145759,-58.4770203,95,195000,VILLA SANTA RITA,11,12.180754837545884,4.553876891600541,-0.15456409889987324
675,VTA,TERRENO,-34.6560393,-58.476994500000004,156,350000,PARQUE AVELLANEDA,9,12.765688433465597,5.049856007249537,0.31414432749316246
676,VTA,TERRENO,-34.5854822,-58.4769557,194,660000,PARQUE CHAS,15,13.399995114002609,5.267858159063328,0.40139487776240373
677,VTA,TERRENO,-34.5405148,-58.4769317,207,1200000,SAAVEDRA,12,13.997832114758229,5.332718793265369,0.8332902758058677
678,VTA,TERRENO,-34.61519,-58.476909,226,432000,VILLA SANTA RITA,11,12.976180867226248,5.420534999272286,0.1320391634152322
679,VTA,TERRENO,-34.5400443,-58.4768539,205,1050000,SAAVEDRA,12,13.864300722133706,5.3230099791384085,0.7054590152497869
680,VTA,TERRENO,-34.6364039,-58.4767527,351,1200000,FLORESTA,10,13.997832114758229,5.860786223465865,0.7124962021569647
681,VTA,TERRENO,-34.5535506,-58.4766757,300,690000,SAAVEDRA,12,13.444446876573442,5.703782474656201,0.06205021394529003
682,VTA,TERRENO,-34.549591,-58.4766487,268,545000,SAAVEDRA,12,13.208541073645382,5.5909869805108565,-0.10763234019606015
683,VTA,TERRENO,-34.5404146,-58.4766393,4000,2200000,SAAVEDRA,12,14.603967918328545,8.294049640102028,-0.2991978869067731
684,VTA,TERRENO,-34.5399061,-58.4765609,205,1200000,SAAVEDRA,12,13.997832114758229,5.3230099791384085,0.8389904078743097
685,VTA,TERRENO,-34.5521049,-58.4765282,136,370000,SAAVEDRA,12,12.821258284620408,4.912654885736052,-0.09666025731632531
686,VTA,TERRENO,-34.5545325,-58.4765153,381,600000,SAAVEDRA,12,13.304684934198283,5.942799375126701,-0.2180406997599686
687,VTA,TERRENO,-34.6393233,-58.4764341,249,599000,PARQUE AVELLANEDA,9,13.303016877097587,5.517452896464707,0.5769424331802102
688,VTA,TERRENO,-34.6112464,-58.4763345,280,270000,VILLA GRAL. MITRE,11,12.506177237980511,5.634789603169249,-0.4171954687495736
689,VTA,TERRENO,-34.5405904,-58.4762757,400,2200000,SAAVEDRA,12,14.603967918328545,5.991464547107982,1.0526705243387116
690,VTA,TERRENO,-34.5790768,-58.4762637,87,330000,VILLA ORTUZAR,15,12.706847933442663,4.465908118654584,-0.0954505476625949
691,VTA,TERRENO,-34.6047105,-58.4762411,248,190000,VILLA DEL PARQUE,11,12.154779351142624,5.5134287461649825,-1.0734509572369986
692,VTA,TERRENO,-34.6389002,-58.4761036,372,530000,PARQUE AVELLANEDA,9,13.180632285528304,5.918893854273146,0.21886824582027006
693,VTA,TERRENO,-34.6389096,-58.4760732,280,550000,PARQUE AVELLANEDA,9,13.217673557208654,5.634789603169249,0.4227096777798237
694,VTA,TERRENO,-34.6070083,-58.476044,98,145000,VILLA DEL PARQUE,11,11.884489021402711,4.584967478670572,-0.7986333287912882
695,VTA,TERRENO,-34.6389295,-58.4759865,371,600000,PARQUE AVELLANEDA,9,13.304684934198283,5.916202062607435,0.3445012695797954
696,VTA,TERRENO,-34.634235,-58.475948,435,360000,FLORESTA,10,12.793859310432293,6.075346031088684,-0.6174465943880366
697,VTA,TERRENO,-34.634243,-58.475944,205,360000,FLORESTA,10,12.793859310432293,5.3230099791384085,-0.17574333383654922
698,VTA,TERRENO,-34.5826328,-58.4758485,160,900000,PARQUE CHAS,15,13.710150042306449,5.075173815233827,0.8246765168042
699,VTA,TERRENO,-34.5913844,-58.4758369,152,480000,PARQUE CHAS,15,13.081541382884074,5.0238805208462765,0.22618261170826776
700,VTA,TERRENO,-34.5499696,-58.475774,216,700000,SAAVEDRA,12,13.458835614025542,5.375278407684165,0.2693066427832101
701,VTA,TERRENO,-34.58643,-58.4756981,228,420000,PARQUE CHAS,15,12.948009990259552,5.429345628954441,-0.1454009915300759
702,VTA,TERRENO,-34.588056,-58.475697,190,370000,PARQUE CHAS,15,12.821258284620408,5.247024072160486,-0.1651100718743795
703,VTA,TERRENO,-34.642401,-58.475682,252,235000,PARQUE AVELLANEDA,9,12.367340793126296,5.529429087511423,-0.3657649802356947
704,VTA,TERRENO,-34.63952,-58.475675,227,400000,PARQUE AVELLANEDA,9,12.89921982609012,5.424950017481403,0.2274546541415749
705,VTA,TERRENO,-34.563755,-58.4756661,216,330000,COGHLAN,12,12.706847933442663,5.375278407684165,-0.473956365392546
706,VTA,TERRENO,-34.558502,-58.47566,164,930000,COGHLAN,12,13.742939865129438,5.099866427824199,0.7238324159716224
707,VTA,TERRENO,-34.5881328,-58.4756468,204,410000,PARQUE CHAS,15,12.92391243868049,5.318119993844216,-0.10419697267696053
708,VTA,TERRENO,-34.6346898,-58.47563,2095,580000,FLORESTA,10,13.270783382522602,7.647308832356238,-1.0634360168532428
709,VTA,TERRENO,-34.632113,-58.475449,205,650000,FLORESTA,10,13.38472764187182,5.3230099791384085,0.4151249976029778
710,VTA,TERRENO,-34.576889,-58.4754372,403,500000,VILLA URQUIZA,12,13.122363377404328,5.998936561946683,-0.40630073024394253
711,VTA,TERRENO,-34.6608946,-58.4753655,118,115000,VILLA LUGANO,8,11.652687407345388,4.770684624465665,-0.23375507285177993
712,VTA,TERRENO,-34.636054,-58.475345,179,290000,FLORESTA,10,12.577636201962656,5.187385805840755,-0.31234027073049053
