POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer 3a_OPERACION,buffer 3a_TIPO,buffer 3a_LATITUD,buffer 3a_LONGITUD,buffer 3a_M2TOTAL,buffer 3a_PRECIOUSD,buffer 3a_BARRIO,buffer 3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer 3a_OPERACION,Matrix_distancia_f_buffer 3a_TIPO,Matrix_distancia_f_buffer 3a_LATITUD,Matrix_distancia_f_buffer 3a_LONGITUD,Matrix_distancia_f_buffer 3a_M2TOTAL,Matrix_distancia_f_buffer 3a_PRECIOUSD,Matrix_distancia_f_buffer 3a_BARRIO,Matrix_distancia_f_buffer 3a_COMUNA,Matrix_ distancia_S_TargetID,Matrix_ distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance
1425,VTA,TERRENO,-34.5890967,-58.4409053,151,450000,CHACARITA,15,VTA,TERRENO,-34.5890967,-58.4409053,151,450000,CHACARITA,15,-58.435404,1568.98506217826,VTA,TERRENO,-34.5890967,-58.4409053,151,450000,CHACARITA,15,-58.4475730925312,677.314459149593,650,Obelisco,5677.7940227519
1426,VTA,TERRENO,-34.5983667,-58.4408085,303,950000,VILLA CRESPO,15,VTA,TERRENO,-34.5983667,-58.4408085,303,950000,VILLA CRESPO,15,-58.4436522,2330.65316953771,VTA,TERRENO,-34.5983667,-58.4408085,303,950000,VILLA CRESPO,15,-58.4397714984155,116.142015894167,816,Obelisco,5464.26236674177
1427,VTA,TERRENO,-34.585397,-58.440805,453,1500000,PALERMO,14,VTA,TERRENO,-34.585397,-58.440805,453,1500000,PALERMO,14,-58.435404,1183.86770617188,VTA,TERRENO,-34.585397,-58.440805,453,1500000,PALERMO,14,-58.4475730925312,936.622792204053,714,Obelisco,5799.89730881708
1428,VTA,TERRENO,-34.622629,-58.44079,600,400000,CABALLITO,6,VTA,TERRENO,-34.622629,-58.44079,600,400000,CABALLITO,6,-58.4436522,458.136822115005,VTA,TERRENO,-34.622629,-58.44079,600,400000,CABALLITO,6,-58.4411776251109,249.240844466628,727,Obelisco,5820.42881662992
1429,VTA,TERRENO,-34.630733,-58.4407559,338,990000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.630733,-58.4407559,338,990000,PARQUE CHACABUCO,7,-58.4436522,1301.87590549125,VTA,TERRENO,-34.630733,-58.4407559,338,990000,PARQUE CHACABUCO,7,-58.4421707059652,134.180093487612,476,Obelisco,6198.38549832665
1430,VTA,TERRENO,-34.6307266,-58.4407433,1464,1250000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6307266,-58.4407433,1464,1250000,PARQUE CHACABUCO,7,-58.4436522,1301.4172152651,VTA,TERRENO,-34.6307266,-58.4407433,1464,1250000,PARQUE CHACABUCO,7,-58.4421707059652,135.479020790115,476,Obelisco,6197.03089885902
1431,VTA,TERRENO,-34.5955725,-58.4406944,145,730000,VILLA CRESPO,15,VTA,TERRENO,-34.5955725,-58.4406944,145,730000,VILLA CRESPO,15,-58.4274154,2144.67520362633,VTA,TERRENO,-34.5955725,-58.4406944,145,730000,VILLA CRESPO,15,-58.4397714984155,386.001811234295,761,Obelisco,5496.35599746159
1432,VTA,TERRENO,-34.643261,-58.4406509,307,314000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.643261,-58.4406509,307,314000,PARQUE CHACABUCO,7,-58.4199555,1972.29223286228,VTA,TERRENO,-34.643261,-58.4406509,307,314000,PARQUE CHACABUCO,7,-58.4502782563709,1166.31142478683,525,Obelisco,6969.31881818699
1433,VTA,TERRENO,-34.630802,-58.440613,338,999000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.630802,-58.440613,338,999000,PARQUE CHACABUCO,7,-58.4436522,1312.09114602037,VTA,TERRENO,-34.630802,-58.440613,338,999000,PARQUE CHACABUCO,7,-58.4421707059652,145.292594272596,474,Obelisco,6190.6251453709
1434,VTA,TERRENO,-34.6159245,-58.4406027,641,2700000,CABALLITO,6,VTA,TERRENO,-34.6159245,-58.4406027,641,2700000,CABALLITO,6,-58.4436522,462.424638987065,VTA,TERRENO,-34.6159245,-58.4406027,641,2700000,CABALLITO,6,-58.4364285288493,463.495672405893,622,Obelisco,5579.13492102872
1435,VTA,TERRENO,-34.6159248,-58.4406014,255,399000,CABALLITO,6,VTA,TERRENO,-34.6159248,-58.4406014,255,399000,CABALLITO,6,-58.4436522,462.470255541249,VTA,TERRENO,-34.6159248,-58.4406014,255,399000,CABALLITO,6,-58.4364285288493,463.378439226805,622,Obelisco,5579.02731435968
1436,VTA,TERRENO,-34.6035511,-58.4405218,350,590000,VILLA CRESPO,15,VTA,TERRENO,-34.6035511,-58.4405218,350,590000,VILLA CRESPO,15,-58.4436522,1764.4069930113,VTA,TERRENO,-34.6035511,-58.4405218,350,590000,VILLA CRESPO,15,-58.4397714984155,513.12544581108,649,Obelisco,5405.43835784288
1437,VTA,TERRENO,-34.5889026,-58.440405,135,1100000,CHACARITA,15,VTA,TERRENO,-34.5889026,-58.440405,135,1100000,CHACARITA,15,-58.435404,1534.26605002301,VTA,TERRENO,-34.5889026,-58.440405,135,1100000,CHACARITA,15,-58.4475730925312,728.012135721636,670,Obelisco,5640.07283938363
1438,VTA,TERRENO,-34.59267,-58.440315,289,645000,VILLA CRESPO,15,VTA,TERRENO,-34.59267,-58.440315,289,645000,VILLA CRESPO,15,-58.4274154,1866.30944152651,VTA,TERRENO,-34.59267,-58.440315,289,645000,VILLA CRESPO,15,-58.4475730925312,674.168805102479,571,Obelisco,5524.54865216664
1439,VTA,TERRENO,-34.6022826,-58.4402184,204,990000,VILLA CRESPO,15,VTA,TERRENO,-34.6022826,-58.4402184,204,990000,VILLA CRESPO,15,-58.4436522,1907.78433773313,VTA,TERRENO,-34.6022826,-58.4402184,204,990000,VILLA CRESPO,15,-58.4397714984155,370.047650783213,777,Obelisco,5379.98640114723
1440,VTA,TERRENO,-34.6136891,-58.4401746,138,550000,CABALLITO,6,VTA,TERRENO,-34.6136891,-58.4401746,138,550000,CABALLITO,6,-58.4436522,693.88888777829,VTA,TERRENO,-34.6136891,-58.4401746,138,550000,CABALLITO,6,-58.4364285288493,614.330645784956,486,Obelisco,5485.81371848095
1441,VTA,TERRENO,-34.625125,-58.44017,83,349000,CABALLITO,6,VTA,TERRENO,-34.625125,-58.44017,83,349000,CABALLITO,6,-58.4436522,726.34334518135,VTA,TERRENO,-34.625125,-58.44017,83,349000,CABALLITO,6,-58.4411776251109,531.674805060399,585,Obelisco,5873.71011609993
1442,VTA,TERRENO,-34.596799,-58.440167,330,1100000,VILLA CRESPO,15,VTA,TERRENO,-34.596799,-58.440167,330,1100000,VILLA CRESPO,15,-58.4274154,2232.23658730517,VTA,TERRENO,-34.596799,-58.440167,330,1100000,VILLA CRESPO,15,-58.4397714984155,243.264263380942,793,Obelisco,5427.68627442654
1443,VTA,TERRENO,-34.5702039,-58.4401544,277,845000,PALERMO,14,VTA,TERRENO,-34.5702039,-58.4401544,277,845000,PALERMO,14,-58.435404,749.942230042428,VTA,TERRENO,-34.5702039,-58.4401544,277,845000,PALERMO,14,-58.4446681483349,414.740150759345,576,Obelisco,6533.92945816589
1444,VTA,TERRENO,-34.5793215,-58.4401381,1242,1050000,PALERMO,14,VTA,TERRENO,-34.5793215,-58.4401381,1242,1050000,PALERMO,14,-58.435404,591.299899940842,VTA,TERRENO,-34.5793215,-58.4401381,1242,1050000,PALERMO,14,-58.4350135337338,657.521437253717,369,Obelisco,6014.5174429976
1445,VTA,TERRENO,-34.6089152,-58.440106,550,1200000,CABALLITO,6,VTA,TERRENO,-34.6089152,-58.440106,550,1200000,CABALLITO,6,-58.4436522,1191.09693539037,VTA,TERRENO,-34.6089152,-58.440106,550,1200000,CABALLITO,6,-58.4364285288493,1092.24606732345,656,Obelisco,5397.9232532203
1446,VTA,TERRENO,-34.602495,-58.4401053,206,900000,VILLA CRESPO,15,VTA,TERRENO,-34.602495,-58.4401053,206,900000,VILLA CRESPO,15,-58.4436522,1886.31062744878,VTA,TERRENO,-34.602495,-58.4401053,206,900000,VILLA CRESPO,15,-58.4397714984155,392.52827056452,782,Obelisco,5368.960823176
1447,VTA,TERRENO,-34.6110542,-58.4400952,253,600000,CABALLITO,6,VTA,TERRENO,-34.6110542,-58.4400952,253,600000,CABALLITO,6,-58.4436522,965.338287647777,VTA,TERRENO,-34.6110542,-58.4400952,253,600000,CABALLITO,6,-58.4364285288493,869.262932848093,617,Obelisco,5427.32999119022
1448,VTA,TERRENO,-34.6059778,-58.4400355,195,1150000,VILLA CRESPO,15,VTA,TERRENO,-34.6059778,-58.4400355,195,1150000,VILLA CRESPO,15,-58.4436522,1508.60784739561,VTA,TERRENO,-34.6059778,-58.4400355,195,1150000,VILLA CRESPO,15,-58.4397714984155,778.067784018714,618,Obelisco,5366.55832204508
1449,VTA,TERRENO,-34.602987,-58.4400094,241,1000000,VILLA CRESPO,15,VTA,TERRENO,-34.602987,-58.4400094,241,1000000,VILLA CRESPO,15,-58.4436522,1834.15506628122,VTA,TERRENO,-34.602987,-58.4400094,241,1000000,VILLA CRESPO,15,-58.4397714984155,446.445063156869,793,Obelisco,5359.04304407445
1450,VTA,TERRENO,-34.628742,-58.439816,1150,950000,CABALLITO,6,VTA,TERRENO,-34.628742,-58.439816,1150,950000,CABALLITO,6,-58.4436522,1110.80468110819,VTA,TERRENO,-34.628742,-58.439816,1150,950000,CABALLITO,6,-58.4421707059652,334.234896477124,554,Obelisco,6018.12312196955
1451,VTA,TERRENO,-34.5631928,-58.4398097,150,1250000,PALERMO,14,VTA,TERRENO,-34.5631928,-58.4398097,150,1250000,PALERMO,14,-58.4489445,969.580885429275,VTA,TERRENO,-34.5631928,-58.4398097,150,1250000,PALERMO,14,-58.4446681483349,878.111003607659,286,Obelisco,6981.72994631872
1452,VTA,TERRENO,-34.591287,-58.439747,121,650000,VILLA CRESPO,15,VTA,TERRENO,-34.591287,-58.439747,121,650000,VILLA CRESPO,15,-58.4274154,1715.58826198591,VTA,TERRENO,-34.591287,-58.439747,121,650000,VILLA CRESPO,15,-58.4475730925312,719.553315856666,626,Obelisco,5510.19190019146
1453,VTA,TERRENO,-34.586463,-58.439743,268,1000000,PALERMO,14,VTA,TERRENO,-34.586463,-58.439743,268,1000000,PALERMO,14,-58.435404,1258.06681675904,VTA,TERRENO,-34.586463,-58.439743,268,1000000,PALERMO,14,-58.4475730925312,925.138148243384,755,Obelisco,5667.69145090359
1454,VTA,TERRENO,-34.6099472,-58.4397354,300,1980000,CABALLITO,6,VTA,TERRENO,-34.6099472,-58.4397354,300,1980000,CABALLITO,6,-58.4436522,1092.11906444921,VTA,TERRENO,-34.6099472,-58.4397354,300,1980000,CABALLITO,6,-58.4364285288493,972.865994064249,656,Obelisco,5377.59330896936
1455,VTA,TERRENO,-34.5804188,-58.4396817,332,690000,PALERMO,14,VTA,TERRENO,-34.5804188,-58.4396817,332,690000,PALERMO,14,-58.435404,653.830704023458,VTA,TERRENO,-34.5804188,-58.4396817,332,690000,PALERMO,14,-58.4350135337338,722.090718515714,408,Obelisco,5922.99472107569
1456,VTA,TERRENO,-34.596876,-58.439628,750,1350000,VILLA CRESPO,15,VTA,TERRENO,-34.596876,-58.439628,750,1350000,VILLA CRESPO,15,-58.4274154,2214.08589181585,VTA,TERRENO,-34.596876,-58.439628,750,1350000,VILLA CRESPO,15,-58.4397714984155,232.374911726712,807,Obelisco,5377.53044491255
1457,VTA,TERRENO,-34.606687,-58.439623,225,499000,CABALLITO,6,VTA,TERRENO,-34.606687,-58.439623,225,499000,CABALLITO,6,-58.4436522,1441.19725973013,VTA,TERRENO,-34.606687,-58.439623,225,499000,CABALLITO,6,-58.4397714984155,856.47312247424,608,Obelisco,5333.01434872145
1458,VTA,TERRENO,-34.5804138,-58.4396216,332,690000,PALERMO,14,VTA,TERRENO,-34.5804138,-58.4396216,332,690000,PALERMO,14,-58.435404,650.089555337576,VTA,TERRENO,-34.5804138,-58.4396216,332,690000,PALERMO,14,-58.4350135337338,718.384910308361,408,Obelisco,5918.27700457076
1459,VTA,TERRENO,-34.5969023,-58.4395534,750,1250000,VILLA CRESPO,15,VTA,TERRENO,-34.5969023,-58.4395534,750,1250000,VILLA CRESPO,15,-58.4274154,2213.15114154459,VTA,TERRENO,-34.5969023,-58.4395534,750,1250000,VILLA CRESPO,15,-58.4397714984155,229.956196969309,792,Obelisco,5370.3434645903
1460,VTA,TERRENO,-34.5881135,-58.439483,230,1200000,CHACARITA,15,VTA,TERRENO,-34.5881135,-58.439483,230,1200000,CHACARITA,15,-58.435404,1426.48005367793,VTA,TERRENO,-34.5881135,-58.439483,230,1200000,CHACARITA,15,-58.4475730925312,843.062339984049,768,Obelisco,5585.75742163325
1461,VTA,TERRENO,-34.6109747,-58.4393962,311,1950000,CABALLITO,6,VTA,TERRENO,-34.6109747,-58.4393962,311,1950000,CABALLITO,6,-58.4436522,996.954434271013,VTA,TERRENO,-34.6109747,-58.4393962,311,1950000,CABALLITO,6,-58.4364285288493,854.884273600641,656,Obelisco,5362.62123493072
1462,VTA,TERRENO,-34.5747913,-58.4393555,194,890000,PALERMO,14,VTA,TERRENO,-34.5747913,-58.4393555,194,890000,PALERMO,14,-58.435404,376.48033784495,VTA,TERRENO,-34.5747913,-58.4393555,194,890000,PALERMO,14,-58.4350135337338,400.715824069702,467,Obelisco,6195.4052548865
1463,VTA,TERRENO,-34.5878749,-58.4393429,147,950000,PALERMO,14,VTA,TERRENO,-34.5878749,-58.4393429,147,950000,PALERMO,14,-58.435404,1397.577008549,VTA,TERRENO,-34.5878749,-58.4393429,147,950000,PALERMO,14,-58.4475730925312,867.103582865731,776,Obelisco,5581.82663966624
1464,VTA,TERRENO,-34.623057,-58.439337,2900,1650000,CABALLITO,6,VTA,TERRENO,-34.623057,-58.439337,2900,1650000,CABALLITO,6,-58.4436522,579.229589578383,VTA,TERRENO,-34.623057,-58.439337,2900,1650000,CABALLITO,6,-58.4411776251109,339.160458561479,754,Obelisco,5713.96178452563
1465,VTA,TERRENO,-34.5756499,-58.439315,1400,1100000,PALERMO,14,VTA,TERRENO,-34.5756499,-58.439315,1400,1100000,PALERMO,14,-58.435404,358.91331377783,VTA,TERRENO,-34.5756499,-58.439315,1400,1100000,PALERMO,14,-58.4350135337338,398.141668985791,463,Obelisco,6143.37841325626
1466,VTA,TERRENO,-34.5868295,-58.4392672,431,1450000,PALERMO,14,VTA,TERRENO,-34.5868295,-58.4392672,431,1450000,PALERMO,14,-58.435404,1283.96760683736,VTA,TERRENO,-34.5868295,-58.4392672,431,1450000,PALERMO,14,-58.4475730925312,935.278618299683,781,Obelisco,5612.91357867734
1467,VTA,TERRENO,-34.5884441,-58.4392391,538,2300000,CHACARITA,15,VTA,TERRENO,-34.5884441,-58.4392391,538,2300000,CHACARITA,15,-58.435404,1456.33324791285,VTA,TERRENO,-34.5884441,-58.4392391,538,2300000,CHACARITA,15,-58.4475730925312,846.452196314688,763,Obelisco,5553.17719634026
1468,VTA,TERRENO,-34.5903108,-58.4392252,1294,2500000,VILLA CRESPO,15,VTA,TERRENO,-34.5903108,-58.4392252,1294,2500000,VILLA CRESPO,15,-58.4274154,1603.00602140016,VTA,TERRENO,-34.5903108,-58.4392252,1294,2500000,VILLA CRESPO,15,-58.4475730925312,781.587507610485,689,Obelisco,5492.23304758082
1469,VTA,TERRENO,-34.6034545,-58.4391777,316,985000,VILLA CRESPO,15,VTA,TERRENO,-34.6034545,-58.4391777,316,985000,VILLA CRESPO,15,-58.4436522,1799.04001931108,VTA,TERRENO,-34.6034545,-58.4391777,316,985000,VILLA CRESPO,15,-58.4397714984155,500.743942702019,696,Obelisco,5282.20237644695
1470,VTA,TERRENO,-34.5911454,-58.4391508,121,300000,VILLA CRESPO,15,VTA,TERRENO,-34.5911454,-58.4391508,121,300000,VILLA CRESPO,15,-58.4274154,1667.99189163591,VTA,TERRENO,-34.5911454,-58.4391508,121,300000,VILLA CRESPO,15,-58.4475730925312,775.26569596306,624,Obelisco,5461.25556260802
1471,VTA,TERRENO,-34.5863893,-58.4391072,231,880000,PALERMO,14,VTA,TERRENO,-34.5863893,-58.4391072,231,880000,PALERMO,14,-58.435404,1232.9803239103,VTA,TERRENO,-34.5863893,-58.4391072,231,880000,PALERMO,14,-58.4475730925312,976.05582276955,777,Obelisco,5615.62552394342
1472,VTA,TERRENO,-34.6296941,-58.4391072,300,1200000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6296941,-58.4391072,300,1200000,PARQUE CHACABUCO,7,-58.4436522,1231.89557482048,VTA,TERRENO,-34.6296941,-58.4391072,300,1200000,PARQUE CHACABUCO,7,-58.4421707059652,318.222803730365,491,Obelisco,6010.40233991387
1473,VTA,TERRENO,-34.5878639,-58.4389305,159,810000,PALERMO,14,VTA,TERRENO,-34.5878639,-58.4389305,159,810000,PALERMO,14,-58.435404,1387.08728107287,VTA,TERRENO,-34.5878639,-58.4389305,159,810000,PALERMO,14,-58.4475730925312,900.819304117242,818,Obelisco,5546.320510835
1474,VTA,TERRENO,-34.5907955,-58.438907,1300,950000,VILLA CRESPO,15,VTA,TERRENO,-34.5907955,-58.438907,1300,950000,VILLA CRESPO,15,-58.4274154,1623.92872885972,VTA,TERRENO,-34.5907955,-58.438907,1300,950000,VILLA CRESPO,15,-58.4475730925312,801.586925253703,654,Obelisco,5449.73136006744
1475,VTA,TERRENO,-34.5878982,-58.4389061,159,850000,PALERMO,14,VTA,TERRENO,-34.5878982,-58.4389061,159,850000,PALERMO,14,-58.435404,1390.26847158567,VTA,TERRENO,-34.5878982,-58.4389061,159,850000,PALERMO,14,-58.4475730925312,900.994231333326,818,Obelisco,5542.99061507893
1476,VTA,TERRENO,-34.6399967,-58.4389045,551,300000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6399967,-58.4389045,551,300000,PARQUE CHACABUCO,7,-58.4199555,1956.85042184936,VTA,TERRENO,-34.6399967,-58.4389045,551,300000,PARQUE CHACABUCO,7,-58.4421707059652,1037.55862062082,490,Obelisco,6619.50351762181
1477,VTA,TERRENO,-34.5867408,-58.4388992,176,740000,PALERMO,14,VTA,TERRENO,-34.5867408,-58.4388992,176,740000,PALERMO,14,-58.435404,1265.53869964885,VTA,TERRENO,-34.5867408,-58.4388992,176,740000,PALERMO,14,-58.4475730925312,968.559557614029,796,Obelisco,5584.41751586195
1478,VTA,TERRENO,-34.5867383,-58.4388966,177,700000,PALERMO,14,VTA,TERRENO,-34.5867383,-58.4388966,177,700000,PALERMO,14,-58.435404,1265.20998108496,VTA,TERRENO,-34.5867383,-58.4388966,177,700000,PALERMO,14,-58.4475730925312,968.91364616415,796,Obelisco,5584.28662012573
1479,VTA,TERRENO,-34.5897002,-58.4386565,226,800000,VILLA CRESPO,15,VTA,TERRENO,-34.5897002,-58.4386565,226,800000,VILLA CRESPO,15,-58.4274154,1517.83975416836,VTA,TERRENO,-34.5897002,-58.4386565,226,800000,VILLA CRESPO,15,-58.4475730925312,848.089262378243,728,Obelisco,5460.95775489007
1480,VTA,TERRENO,-34.5844043,-58.4386258,333,675000,PALERMO,14,VTA,TERRENO,-34.5844043,-58.4386258,333,675000,PALERMO,14,-58.435404,1009.29822742685,VTA,TERRENO,-34.5844043,-58.4386258,333,675000,PALERMO,14,-58.4350135337338,1075.78736956176,737,Obelisco,5653.94792427358
1481,VTA,TERRENO,-34.6079919,-58.4385869,223,700000,CABALLITO,6,VTA,TERRENO,-34.6079919,-58.4385869,223,700000,CABALLITO,6,-58.4436522,1331.90336417264,VTA,TERRENO,-34.6079919,-58.4385869,223,700000,CABALLITO,6,-58.4312738603246,931.762074197929,620,Obelisco,5249.20025383931
1482,VTA,TERRENO,-34.5938091,-58.4384794,427,800000,VILLA CRESPO,15,VTA,TERRENO,-34.5938091,-58.4384794,427,800000,VILLA CRESPO,15,-58.4274154,1869.09580377093,VTA,TERRENO,-34.5938091,-58.4384794,427,800000,VILLA CRESPO,15,-58.4397714984155,584.369846703825,584,Obelisco,5332.9767761747
1483,VTA,TERRENO,-34.590423,-58.438455,415,950000,VILLA CRESPO,15,VTA,TERRENO,-34.590423,-58.438455,415,950000,VILLA CRESPO,15,-58.4274154,1565.58445582205,VTA,TERRENO,-34.590423,-58.438455,415,950000,VILLA CRESPO,15,-58.4475730925312,848.742814171597,696,Obelisco,5420.85124950531
1484,VTA,TERRENO,-34.645109,-58.438411,420,220000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.645109,-58.438411,420,220000,PARQUE CHACABUCO,7,-58.4199555,1724.53442094968,VTA,TERRENO,-34.645109,-58.438411,420,220000,PARQUE CHACABUCO,7,-58.4502782563709,1455.87613999513,436,Obelisco,6944.67092819759
1485,VTA,TERRENO,-34.604034,-58.43831,182,600000,VILLA CRESPO,15,VTA,TERRENO,-34.604034,-58.43831,182,600000,VILLA CRESPO,15,-58.4436522,1757.02108767826,VTA,TERRENO,-34.604034,-58.43831,182,600000,VILLA CRESPO,15,-58.4397714984155,577.825436884685,680,Obelisco,5202.62523563287
1486,VTA,TERRENO,-34.6411017,-58.4382904,1800,1800000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6411017,-58.4382904,1800,1800000,PARQUE CHACABUCO,7,-58.4199555,1852.29504318583,VTA,TERRENO,-34.6411017,-58.4382904,1800,1800000,PARQUE CHACABUCO,7,-58.4421707059652,1171.32178023419,456,Obelisco,6650.58167607649
1487,VTA,TERRENO,-34.588607,-58.4381236,1300,950000,PALERMO,14,VTA,TERRENO,-34.588607,-58.4381236,1300,950000,PALERMO,14,-58.4274154,1396.42182532628,VTA,TERRENO,-34.588607,-58.4381236,1300,950000,PALERMO,14,-58.4475730925312,933.081058578702,837,Obelisco,5450.22766572984
1488,VTA,TERRENO,-34.5924107,-58.4381092,280,950000,VILLA CRESPO,15,VTA,TERRENO,-34.5924107,-58.4381092,280,950000,VILLA CRESPO,15,-58.4274154,1721.29877725211,VTA,TERRENO,-34.5924107,-58.4381092,280,950000,VILLA CRESPO,15,-58.4397714984155,743.164756534091,620,Obelisco,5334.1419075556
1489,VTA,TERRENO,-34.5765142,-58.4380147,380,470000,PALERMO,14,VTA,TERRENO,-34.5765142,-58.4380147,380,470000,PALERMO,14,-58.435404,255.815516210194,VTA,TERRENO,-34.5765142,-58.4380147,380,470000,PALERMO,14,-58.4350135337338,312.717583040152,470,Obelisco,5991.96509437818
1490,VTA,TERRENO,-34.5933317,-58.4379862,200,500000,VILLA CRESPO,15,VTA,TERRENO,-34.5933317,-58.4379862,200,500000,VILLA CRESPO,15,-58.4274154,1800.07837265666,VTA,TERRENO,-34.5933317,-58.4379862,200,500000,VILLA CRESPO,15,-58.4397714984155,646.277421698906,590,Obelisco,5299.99463669304
1491,VTA,TERRENO,-34.589274,-58.437978,614,3600000,VILLA CRESPO,15,VTA,TERRENO,-34.589274,-58.437978,614,3600000,VILLA CRESPO,15,-58.4274154,1440.91847691122,VTA,TERRENO,-34.589274,-58.437978,614,3600000,VILLA CRESPO,15,-58.4475730925312,921.071542006323,795,Obelisco,5415.14135682193
1492,VTA,TERRENO,-34.6620527,-58.4379585,260,200000,VILLA SOLDATI,8,VTA,TERRENO,-34.6620527,-58.4379585,260,200000,VILLA SOLDATI,8,-58.4408973,269.880357679761,VTA,TERRENO,-34.6620527,-58.4379585,260,200000,VILLA SOLDATI,8,-58.4616517616898,3006.61727664579,163,Obelisco,8281.60452959337
1493,VTA,TERRENO,-34.5998731,-58.4378952,554,4500000,VILLA CRESPO,15,VTA,TERRENO,-34.5998731,-58.4378952,554,4500000,VILLA CRESPO,15,-58.4436522,2212.82595467015,VTA,TERRENO,-34.5998731,-58.4378952,554,4500000,VILLA CRESPO,15,-58.4397714984155,199.295835368386,870,Obelisco,5182.21038488991
1494,VTA,TERRENO,-34.6026022,-58.4378561,426,1300000,VILLA CRESPO,15,VTA,TERRENO,-34.6026022,-58.4378561,426,1300000,VILLA CRESPO,15,-58.4436522,1921.16991224076,VTA,TERRENO,-34.6026022,-58.4378561,426,1300000,VILLA CRESPO,15,-58.4397714984155,439.840482830455,833,Obelisco,5162.41481207386
1495,VTA,TERRENO,-34.5747527,-58.4377775,258,1200000,PALERMO,14,VTA,TERRENO,-34.5747527,-58.4377775,258,1200000,PALERMO,14,-58.435404,242.055596237666,VTA,TERRENO,-34.5747527,-58.4377775,258,1200000,PALERMO,14,-58.4350135337338,257.973616925216,452,Obelisco,6074.30341656969
1496,VTA,TERRENO,-34.587367,-58.437628,128,840000,PALERMO,14,VTA,TERRENO,-34.587367,-58.437628,128,840000,PALERMO,14,-58.4274154,1268.32147890442,VTA,TERRENO,-34.587367,-58.437628,128,840000,PALERMO,14,-58.4475730925312,1032.19317343578,911,Obelisco,5451.2497275874
1497,VTA,TERRENO,-34.5869152,-58.4375628,138,1150000,PALERMO,14,VTA,TERRENO,-34.5869152,-58.4375628,138,1150000,PALERMO,14,-58.4274154,1230.56768614465,VTA,TERRENO,-34.5869152,-58.4375628,138,1150000,PALERMO,14,-58.4475730925312,1061.73162633038,907,Obelisco,5462.52574192466
1498,VTA,TERRENO,-34.5959051,-58.437471,241,420000,VILLA CRESPO,15,VTA,TERRENO,-34.5959051,-58.437471,241,420000,VILLA CRESPO,15,-58.4274154,2024.38763269611,VTA,TERRENO,-34.5959051,-58.437471,241,420000,VILLA CRESPO,15,-58.4397714984155,399.918814918245,757,Obelisco,5198.63445816532
1499,VTA,TERRENO,-34.6034232,-58.4370783,234,900000,VILLA CRESPO,15,VTA,TERRENO,-34.6034232,-58.4370783,234,900000,VILLA CRESPO,15,-58.4436522,1855.75878150815,VTA,TERRENO,-34.6034232,-58.4370783,234,900000,VILLA CRESPO,15,-58.4312738603246,550.493614829258,725,Obelisco,5089.65787660553
1500,VTA,TERRENO,-34.5758094,-58.4370701,2700,2500000,PALERMO,14,VTA,TERRENO,-34.5758094,-58.4370701,2700,2500000,PALERMO,14,-58.435404,153.314092549721,VTA,TERRENO,-34.5758094,-58.4370701,2700,2500000,PALERMO,14,-58.4350135337338,201.270411811154,473,Obelisco,5957.54271734204
1501,VTA,TERRENO,-34.6026637,-58.4370162,200,730000,VILLA CRESPO,15,VTA,TERRENO,-34.6026637,-58.4370162,200,730000,VILLA CRESPO,15,-58.4436522,1937.41780801757,VTA,TERRENO,-34.6026637,-58.4370162,200,730000,VILLA CRESPO,15,-58.4397714984155,481.680954062883,870,Obelisco,5085.23225430138
1502,VTA,TERRENO,-34.6038757,-58.4369937,224,786000,VILLA CRESPO,15,VTA,TERRENO,-34.6038757,-58.4369937,224,786000,VILLA CRESPO,15,-58.4436522,1810.95967790915,VTA,TERRENO,-34.6038757,-58.4369937,224,786000,VILLA CRESPO,15,-58.4312738603246,558.033998403132,716,Obelisco,5081.80472089201
1503,VTA,TERRENO,-34.603592,-58.4369001,224,790000,VILLA CRESPO,15,VTA,TERRENO,-34.603592,-58.4369001,224,790000,VILLA CRESPO,15,-58.4436522,1843.48506094964,VTA,TERRENO,-34.603592,-58.4369001,224,790000,VILLA CRESPO,15,-58.4312738603246,539.901409728377,737,Obelisco,5073.21968770311
1504,VTA,TERRENO,-34.6042134,-58.4368802,168,1390000,VILLA CRESPO,15,VTA,TERRENO,-34.6042134,-58.4368802,168,1390000,VILLA CRESPO,15,-58.4436522,1779.34334171778,VTA,TERRENO,-34.6042134,-58.4368802,168,1390000,VILLA CRESPO,15,-58.4312738603246,562.343176195169,676,Obelisco,5071.6479252233
