POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer 3a_OPERACION,buffer 3a_TIPO,buffer 3a_LATITUD,buffer 3a_LONGITUD,buffer 3a_M2TOTAL,buffer 3a_PRECIOUSD,buffer 3a_BARRIO,buffer 3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer 3a_OPERACION,Matrix_distancia_f_buffer 3a_TIPO,Matrix_distancia_f_buffer 3a_LATITUD,Matrix_distancia_f_buffer 3a_LONGITUD,Matrix_distancia_f_buffer 3a_M2TOTAL,Matrix_distancia_f_buffer 3a_PRECIOUSD,Matrix_distancia_f_buffer 3a_BARRIO,Matrix_distancia_f_buffer 3a_COMUNA,Matrix_ distancia_S_TargetID,Matrix_ distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance
1704,VTA,TERRENO,-34.607808,-58.42762,264,560000,ALMAGRO,5,VTA,TERRENO,-34.607808,-58.42762,264,560000,ALMAGRO,5,-58.4088675,1722.53238145895,VTA,TERRENO,-34.607808,-58.42762,264,560000,ALMAGRO,5,-58.4218156713706,690.373860923984,661,Obelisco,4246.12744049759
1705,VTA,TERRENO,-34.6038664,-58.4275153,240,900000,ALMAGRO,5,VTA,TERRENO,-34.6038664,-58.4275153,240,900000,ALMAGRO,5,-58.4088675,1790.85196783894,VTA,TERRENO,-34.6038664,-58.4275153,240,900000,ALMAGRO,5,-58.4312738603246,393.191738960925,797,Obelisco,4212.39114511469
1706,VTA,TERRENO,-34.6089545,-58.4274387,269,1100000,ALMAGRO,5,VTA,TERRENO,-34.6089545,-58.4274387,269,1100000,ALMAGRO,5,-58.4088675,1703.69545131739,VTA,TERRENO,-34.6089545,-58.4274387,269,1100000,ALMAGRO,5,-58.4218156713706,602.953442846782,583,Obelisco,4245.07855203109
1707,VTA,TERRENO,-34.6041112,-58.4274224,240,690000,ALMAGRO,5,VTA,TERRENO,-34.6041112,-58.4274224,240,690000,ALMAGRO,5,-58.4088675,1774.81925823864,VTA,TERRENO,-34.6041112,-58.4274224,240,690000,ALMAGRO,5,-58.4312738603246,414.189574191692,773,Obelisco,4204.05488245684
1708,VTA,TERRENO,-34.6171929,-58.4271727,110,450000,ALMAGRO,5,VTA,TERRENO,-34.6171929,-58.4271727,110,450000,ALMAGRO,5,-58.4436522,1528.37264193691,VTA,TERRENO,-34.6171929,-58.4271727,110,450000,ALMAGRO,5,-58.4295003232997,306.873851763439,599,Obelisco,4439.65987653825
1709,VTA,TERRENO,-34.6197128,-58.4270439,262,1100000,ALMAGRO,5,VTA,TERRENO,-34.6197128,-58.4270439,262,1100000,ALMAGRO,5,-58.4436522,1524.01331416792,VTA,TERRENO,-34.6197128,-58.4270439,262,1100000,ALMAGRO,5,-58.4295003232997,548.406977413596,531,Obelisco,4530.45723998869
1710,VTA,TERRENO,-34.635307,-58.426883,311,498000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.635307,-58.426883,311,498000,PARQUE CHACABUCO,7,-58.4199555,1556.3726675738,VTA,TERRENO,-34.635307,-58.426883,311,498000,PARQUE CHACABUCO,7,-58.4267890228972,919.851892032671,328,Obelisco,5434.06877861704
1711,VTA,TERRENO,-34.60267,-58.42685,185,1050000,ALMAGRO,5,VTA,TERRENO,-34.60267,-58.42685,185,1050000,ALMAGRO,5,-58.4088675,1777.81386502081,VTA,TERRENO,-34.60267,-58.42685,185,1050000,ALMAGRO,5,-58.4312738603246,409.680633523796,751,Obelisco,4153.00516583047
1712,VTA,TERRENO,-34.6043098,-58.4267949,2539,1200000,ALMAGRO,5,VTA,TERRENO,-34.6043098,-58.4267949,2539,1200000,ALMAGRO,5,-58.4088675,1713.38249098023,VTA,TERRENO,-34.6043098,-58.4267949,2539,1200000,ALMAGRO,5,-58.4312738603246,474.917194382026,736,Obelisco,4146.78296419464
1713,VTA,TERRENO,-34.5992513,-58.4267896,1300,780000,ALMAGRO,5,VTA,TERRENO,-34.5992513,-58.4267896,1300,780000,ALMAGRO,5,-58.4088675,1946.65208314881,VTA,TERRENO,-34.5992513,-58.4267896,1300,780000,ALMAGRO,5,-58.4312738603246,522.949322293525,874,Obelisco,4175.46811046517
1714,VTA,TERRENO,-34.6027393,-58.4267892,179,1000000,ALMAGRO,5,VTA,TERRENO,-34.6027393,-58.4267892,179,1000000,ALMAGRO,5,-58.4088675,1769.77794049423,VTA,TERRENO,-34.6027393,-58.4267892,179,1000000,ALMAGRO,5,-58.4312738603246,416.317863670924,744,Obelisco,4147.21947007662
1715,VTA,TERRENO,-34.61487,-58.4267641,268,700000,ALMAGRO,5,VTA,TERRENO,-34.61487,-58.4267641,268,700000,ALMAGRO,5,-58.4436522,1623.06579795043,VTA,TERRENO,-34.61487,-58.4267641,268,700000,ALMAGRO,5,-58.4295003232997,253.695689156962,576,Obelisco,4323.81265728412
1716,VTA,TERRENO,-34.6334699,-58.4266241,380,500000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6334699,-58.4266241,380,500000,PARQUE CHACABUCO,7,-58.4199555,1735.91112557991,VTA,TERRENO,-34.6334699,-58.4266241,380,500000,PARQUE CHACABUCO,7,-58.4267890228972,716.174564015555,377,Obelisco,5286.41609566774
1717,VTA,TERRENO,-34.5804024,-58.4265938,837,2500000,PALERMO,14,VTA,TERRENO,-34.5804024,-58.4265938,837,2500000,PALERMO,14,-58.4274154,111.533532731585,VTA,TERRENO,-34.5804024,-58.4265938,837,2500000,PALERMO,14,-58.4257114411123,234.131555382005,729,Obelisco,4871.9553659171
1718,VTA,TERRENO,-34.590987,-58.426576,375,850000,PALERMO,14,VTA,TERRENO,-34.590987,-58.426576,375,850000,PALERMO,14,-58.4274154,1258.74081374681,VTA,TERRENO,-34.590987,-58.426576,375,850000,PALERMO,14,-58.4159554190067,1169.53614011808,1024,Obelisco,4361.65034542501
1719,VTA,TERRENO,-34.58773,-58.4265531,95,600000,PALERMO,14,VTA,TERRENO,-34.58773,-58.4265531,95,600000,PALERMO,14,-58.4274154,898.563344170719,VTA,TERRENO,-34.58773,-58.4265531,95,600000,PALERMO,14,-58.4211960101264,856.107775213321,981,Obelisco,4489.84816826274
1720,VTA,TERRENO,-34.5780655,-58.4265317,200,650000,PALERMO,14,VTA,TERRENO,-34.5780655,-58.4265317,200,650000,PALERMO,14,-58.4274154,194.722226642043,VTA,TERRENO,-34.5780655,-58.4265317,200,650000,PALERMO,14,-58.4257114411123,85.0211417596016,590,Obelisco,5009.77868975614
1721,VTA,TERRENO,-34.5909303,-58.4264815,173,790000,PALERMO,14,VTA,TERRENO,-34.5909303,-58.4264815,173,790000,PALERMO,14,-58.4274154,1253.02573886862,VTA,TERRENO,-34.5909303,-58.4264815,173,790000,PALERMO,14,-58.4159554190067,1158.8346679597,971,Obelisco,4355.49631296227
1722,VTA,TERRENO,-34.61101,-58.4264605,234,395000,ALMAGRO,5,VTA,TERRENO,-34.61101,-58.4264605,234,395000,ALMAGRO,5,-58.4088675,1634.7261610611,VTA,TERRENO,-34.61101,-58.4264605,234,395000,ALMAGRO,5,-58.4218156713706,434.280143890803,629,Obelisco,4194.09389939728
1723,VTA,TERRENO,-34.61105,-58.42643,234,450000,ALMAGRO,5,VTA,TERRENO,-34.61105,-58.42643,234,450000,ALMAGRO,5,-58.4088675,1632.6823627185,VTA,TERRENO,-34.61105,-58.42643,234,450000,ALMAGRO,5,-58.4218156713706,430.691051624705,621,Obelisco,4192.20610552875
1724,VTA,TERRENO,-34.5924492,-58.4263573,373,920000,PALERMO,14,VTA,TERRENO,-34.5924492,-58.4263573,373,920000,PALERMO,14,-58.4274154,1421.90678358811,VTA,TERRENO,-34.5924492,-58.4263573,373,920000,PALERMO,14,-58.4312738603246,1168.08064298221,923,Obelisco,4292.61339907454
1725,VTA,TERRENO,-34.6242709,-58.4263034,1174,2900000,BOEDO,5,VTA,TERRENO,-34.6242709,-58.4263034,1174,2900000,BOEDO,5,-58.4436522,1685.88589053007,VTA,TERRENO,-34.6242709,-58.4263034,1174,2900000,BOEDO,5,-58.4267890228972,307.704602023842,674,Obelisco,4691.70670795699
1726,VTA,TERRENO,-34.6102448,-58.4262837,182,695000,ALMAGRO,5,VTA,TERRENO,-34.6102448,-58.4262837,182,695000,ALMAGRO,5,-58.4088675,1607.18211551887,VTA,TERRENO,-34.6102448,-58.4262837,182,695000,ALMAGRO,5,-58.4218156713706,443.363264535213,692,Obelisco,4162.60889319283
1727,VTA,TERRENO,-34.5972568,-58.4262441,333,950000,VILLA CRESPO,15,VTA,TERRENO,-34.5972568,-58.4262441,333,950000,VILLA CRESPO,15,-58.4274154,1954.86716814214,VTA,TERRENO,-34.5972568,-58.4262441,333,950000,VILLA CRESPO,15,-58.4312738603246,713.442661876058,914,Obelisco,4158.23901054917
1728,VTA,TERRENO,-34.5833065,-58.4262106,388,2080000,PALERMO,14,VTA,TERRENO,-34.5833065,-58.4262106,388,2080000,PALERMO,14,-58.4274154,419.198799251,VTA,TERRENO,-34.5833065,-58.4262106,388,2080000,PALERMO,14,-58.4211960101264,505.851163282596,697,Obelisco,4677.96135078197
1729,VTA,TERRENO,-34.636049,-58.4262063,187,410000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.636049,-58.4262063,187,410000,PARQUE CHACABUCO,7,-58.4199555,1456.08810530269,VTA,TERRENO,-34.636049,-58.4262063,187,410000,PARQUE CHACABUCO,7,-58.4267890228972,1003.54799992846,326,Obelisco,5440.66793551541
1730,VTA,TERRENO,-34.5975659,-58.4262045,155,600000,VILLA CRESPO,15,VTA,TERRENO,-34.5975659,-58.4262045,155,600000,VILLA CRESPO,15,-58.4274154,1989.30523824884,VTA,TERRENO,-34.5975659,-58.4262045,155,600000,VILLA CRESPO,15,-58.4312738603246,690.088119331577,850,Obelisco,4148.87172429263
1731,VTA,TERRENO,-34.6416626,-58.4261742,141,130000,NUEVA POMPEYA,4,VTA,TERRENO,-34.6416626,-58.4261742,141,130000,NUEVA POMPEYA,4,-58.4199555,915.127760560893,VTA,TERRENO,-34.6416626,-58.4261742,141,130000,NUEVA POMPEYA,4,-58.4123851512005,1264.996893073,373,Obelisco,5867.70286043635
1732,VTA,TERRENO,-34.5967848,-58.4261416,1380,2000000,VILLA CRESPO,15,VTA,TERRENO,-34.5967848,-58.4261416,1380,2000000,VILLA CRESPO,15,-58.4274154,1903.14233546779,VTA,TERRENO,-34.5967848,-58.4261416,1380,2000000,VILLA CRESPO,15,-58.4312738603246,759.930550259617,881,Obelisco,4158.36032360337
1733,VTA,TERRENO,-34.599234,-58.426083,433,1400000,ALMAGRO,5,VTA,TERRENO,-34.599234,-58.426083,433,1400000,ALMAGRO,5,-58.4088675,1893.29469524575,VTA,TERRENO,-34.599234,-58.426083,433,1400000,ALMAGRO,5,-58.4312738603246,576.405168599024,881,Obelisco,4111.35114478719
1734,VTA,TERRENO,-34.5835316,-58.4259633,305,1250000,PALERMO,14,VTA,TERRENO,-34.5835316,-58.4259633,305,1250000,PALERMO,14,-58.4274154,449.529682263544,VTA,TERRENO,-34.5835316,-58.4259633,305,1250000,PALERMO,14,-58.4211960101264,496.633914132689,678,Obelisco,4646.02928011625
1735,VTA,TERRENO,-34.6371629,-58.4259537,12722,14095998,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6371629,-58.4259537,12722,14095998,PARQUE CHACABUCO,7,-58.4199555,1333.65604498667,VTA,TERRENO,-34.6371629,-58.4259537,12722,14095998,PARQUE CHACABUCO,7,-58.4267890228972,1128.29663340593,336,Obelisco,5505.73930986725
1736,VTA,TERRENO,-34.6291008,-58.425941,376,790000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6291008,-58.425941,376,790000,PARQUE CHACABUCO,7,-58.4436522,1957.94534494683,VTA,TERRENO,-34.6291008,-58.425941,376,790000,PARQUE CHACABUCO,7,-58.4267890228972,244.054212035018,607,Obelisco,4946.66744452193
1737,VTA,TERRENO,-34.6083805,-58.4258509,375,1100000,ALMAGRO,5,VTA,TERRENO,-34.6083805,-58.4258509,375,1100000,ALMAGRO,5,-58.4088675,1558.01724015926,VTA,TERRENO,-34.6083805,-58.4258509,375,1100000,ALMAGRO,5,-58.4218156713706,527.618611960424,670,Obelisco,4092.34303727413
1738,VTA,TERRENO,-34.6307666,-58.4257717,320,950000,BOEDO,5,VTA,TERRENO,-34.6307666,-58.4257717,320,950000,BOEDO,5,-58.4199555,1997.07490705618,VTA,TERRENO,-34.6307666,-58.4257717,320,950000,BOEDO,5,-58.4267890228972,426.455691345557,519,Obelisco,5041.6064233923
1739,VTA,TERRENO,-34.639049,-58.425763,314,400000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.639049,-58.425763,314,400000,PARQUE CHACABUCO,7,-58.4199555,1138.00408909991,VTA,TERRENO,-34.639049,-58.425763,314,400000,PARQUE CHACABUCO,7,-58.4123851512005,1251.03976195578,327,Obelisco,5636.21931093545
1740,VTA,TERRENO,-34.6257294,-58.4257046,216,650000,BOEDO,5,VTA,TERRENO,-34.6257294,-58.4257046,216,650000,BOEDO,5,-58.4436522,1796.25661730424,VTA,TERRENO,-34.6257294,-58.4257046,216,650000,BOEDO,5,-58.4267890228972,173.905443780604,622,Obelisco,4725.27891248568
1741,VTA,TERRENO,-34.634768,-58.425677,311,300000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.634768,-58.425677,311,300000,PARQUE CHACABUCO,7,-58.4199555,1570.8468354288,VTA,TERRENO,-34.634768,-58.425677,311,300000,PARQUE CHACABUCO,7,-58.4267890228972,866.042004009189,349,Obelisco,5311.0476153096
1742,VTA,TERRENO,-34.594402,-58.4256132,238,790000,PALERMO,14,VTA,TERRENO,-34.594402,-58.4256132,238,790000,PALERMO,14,-58.4274154,1643.55723096284,VTA,TERRENO,-34.594402,-58.4256132,238,790000,PALERMO,14,-58.4312738603246,1005.34954470635,884,Obelisco,4168.37369596712
1743,VTA,TERRENO,-34.6277922,-58.4254582,278,970000,BOEDO,5,VTA,TERRENO,-34.6277922,-58.4254582,278,970000,BOEDO,5,-58.4436522,1919.11058991842,VTA,TERRENO,-34.6277922,-58.4254582,278,970000,BOEDO,5,-58.4267890228972,149.390339886105,589,Obelisco,4828.58307327959
1744,VTA,TERRENO,-34.5918374,-58.4254162,128,890000,PALERMO,14,VTA,TERRENO,-34.5918374,-58.4254162,128,890000,PALERMO,14,-58.4274154,1363.11683125788,VTA,TERRENO,-34.5918374,-58.4254162,128,890000,PALERMO,14,-58.4159554190067,1141.36819432874,853,Obelisco,4230.77325206764
1745,VTA,TERRENO,-34.5818491,-58.4253713,180,1150000,PALERMO,14,VTA,TERRENO,-34.5818491,-58.4253713,180,1150000,PALERMO,14,-58.4274154,306.7116220836,VTA,TERRENO,-34.5818491,-58.4253713,180,1150000,PALERMO,14,-58.4257114411123,381.45442935063,833,Obelisco,4692.29816902775
1746,VTA,TERRENO,-34.5960553,-58.4253045,1100,5900000,PALERMO,14,VTA,TERRENO,-34.5960553,-58.4253045,1100,5900000,PALERMO,14,-58.4274154,1828.90743401223,VTA,TERRENO,-34.5960553,-58.4253045,1100,5900000,PALERMO,14,-58.4312738603246,871.087772606437,882,Obelisco,4098.96527564077
1747,VTA,TERRENO,-34.622149,-58.425304,210,1050000,ALMAGRO,5,VTA,TERRENO,-34.622149,-58.425304,210,1050000,ALMAGRO,5,-58.4436522,1713.24352738894,VTA,TERRENO,-34.622149,-58.425304,210,1050000,ALMAGRO,5,-58.4267890228972,556.766580542806,538,Obelisco,4500.15781587339
1748,VTA,TERRENO,-34.5990625,-58.4252188,325,890000,ALMAGRO,5,VTA,TERRENO,-34.5990625,-58.4252188,325,890000,ALMAGRO,5,-58.4088675,1838.64316498329,VTA,TERRENO,-34.5990625,-58.4252188,325,890000,ALMAGRO,5,-58.4209624702706,599.619893104899,971,Obelisco,4035.07119254081
1749,VTA,TERRENO,-34.6337029,-58.4251847,488,950000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6337029,-58.4251847,488,950000,PARQUE CHACABUCO,7,-58.4199555,1669.16302784746,VTA,TERRENO,-34.6337029,-58.4251847,488,950000,PARQUE CHACABUCO,7,-58.4267890228972,756.307902505476,360,Obelisco,5200.43213828599
1750,VTA,TERRENO,-34.6344384,-58.4251563,1453,1690000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6344384,-58.4251563,1453,1690000,PARQUE CHACABUCO,7,-58.4199555,1590.39873272185,VTA,TERRENO,-34.6344384,-58.4251563,1453,1690000,PARQUE CHACABUCO,7,-58.4267890228972,836.953742817035,355,Obelisco,5250.99260553136
1751,VTA,TERRENO,-34.5817167,-58.4251094,262,1585000,PALERMO,14,VTA,TERRENO,-34.5817167,-58.4251094,262,1585000,PALERMO,14,-58.4274154,311.04621413107,VTA,TERRENO,-34.5817167,-58.4251094,262,1585000,PALERMO,14,-58.4211960101264,360.651138565932,825,Obelisco,4679.3981738237
1752,VTA,TERRENO,-34.5986974,-58.424977,366,850000,ALMAGRO,5,VTA,TERRENO,-34.5986974,-58.424977,366,850000,ALMAGRO,5,-58.4088675,1844.55123496569,VTA,TERRENO,-34.5986974,-58.424977,366,850000,ALMAGRO,5,-58.4209624702706,617.431440554239,977,Obelisco,4018.50101546898
1753,VTA,TERRENO,-34.6020896,-58.4249165,240,640000,ALMAGRO,5,VTA,TERRENO,-34.6020896,-58.4249165,240,640000,ALMAGRO,5,-58.4088675,1642.13530014881,VTA,TERRENO,-34.6020896,-58.4249165,240,640000,ALMAGRO,5,-58.4209624702706,381.805063515607,935,Obelisco,3978.14921770456
1754,VTA,TERRENO,-34.5837794,-58.4248543,301,1900000,PALERMO,14,VTA,TERRENO,-34.5837794,-58.4248543,301,1900000,PALERMO,14,-58.4274154,513.714436697636,VTA,TERRENO,-34.5837794,-58.4248543,301,1900000,PALERMO,14,-58.4211960101264,426.234199508336,752,Obelisco,4543.70673694134
1755,VTA,TERRENO,-34.638044,-58.424773,976,1200000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.638044,-58.424773,976,1200000,PARQUE CHACABUCO,7,-58.4199555,1201.38694186129,VTA,TERRENO,-34.638044,-58.424773,976,1200000,PARQUE CHACABUCO,7,-58.4123851512005,1190.81020122012,318,Obelisco,5493.49214453649
1756,VTA,TERRENO,-34.6094526,-58.4247273,534,899000,ALMAGRO,5,VTA,TERRENO,-34.6094526,-58.4247273,534,899000,ALMAGRO,5,-58.4088675,1457.38930996822,VTA,TERRENO,-34.6094526,-58.4247273,534,899000,ALMAGRO,5,-58.4218156713706,370.698768657112,767,Obelisco,4007.24280418176
1757,VTA,TERRENO,-34.610147,-58.424599,528,895000,ALMAGRO,5,VTA,TERRENO,-34.610147,-58.424599,528,895000,ALMAGRO,5,-58.4088675,1452.42093271387,VTA,TERRENO,-34.610147,-58.424599,528,895000,ALMAGRO,5,-58.4218156713706,312.400537685685,749,Obelisco,4008.58557213534
1758,VTA,TERRENO,-34.5964682,-58.4245369,739,1300000,PALERMO,14,VTA,TERRENO,-34.5964682,-58.4245369,739,1300000,PALERMO,14,-58.4274154,1883.03938853644,VTA,TERRENO,-34.5964682,-58.4245369,739,1300000,PALERMO,14,-58.4209624702706,812.027526677225,903,Obelisco,4020.68540460155
1759,VTA,TERRENO,-34.6240842,-58.4245364,477,900000,BOEDO,5,VTA,TERRENO,-34.6240842,-58.4245364,477,900000,BOEDO,5,-58.4436522,1833.42083143191,VTA,TERRENO,-34.6240842,-58.4245364,477,900000,BOEDO,5,-58.4267890228972,385.241383098561,627,Obelisco,4540.40699671165
1760,VTA,TERRENO,-34.6248712,-58.4245084,175,450000,BOEDO,5,VTA,TERRENO,-34.6248712,-58.4245084,175,450000,BOEDO,5,-58.4436522,1863.27282951107,VTA,TERRENO,-34.6248712,-58.4245084,175,450000,BOEDO,5,-58.4267890228972,316.7350668357,624,Obelisco,4582.24467933189
1761,VTA,TERRENO,-34.5827953,-58.4244653,242,1350000,PALERMO,14,VTA,TERRENO,-34.5827953,-58.4244653,242,1350000,PALERMO,14,-58.4274154,440.598268373771,VTA,TERRENO,-34.5827953,-58.4244653,242,1350000,PALERMO,14,-58.4211960101264,336.971150654898,783,Obelisco,4567.10167050628
1762,VTA,TERRENO,-34.591682,-58.4244265,682,730000,PALERMO,14,VTA,TERRENO,-34.591682,-58.4244265,682,730000,PALERMO,14,-58.4274154,1361.38478724015,VTA,TERRENO,-34.591682,-58.4244265,682,730000,PALERMO,14,-58.4159554190067,1062.11647514616,847,Obelisco,4150.12205133602
1763,VTA,TERRENO,-34.5964473,-58.424411,483,1150000,PALERMO,14,VTA,TERRENO,-34.5964473,-58.424411,483,1150000,PALERMO,14,-58.4274154,1882.40042111997,VTA,TERRENO,-34.5964473,-58.424411,483,1150000,PALERMO,14,-58.4209624702706,809.56709967225,908,Obelisco,4009.83736468559
1764,VTA,TERRENO,-34.6169796,-58.424342,389,450000,ALMAGRO,5,VTA,TERRENO,-34.6169796,-58.424342,389,450000,ALMAGRO,5,-58.4088675,1693.58110050401,VTA,TERRENO,-34.6169796,-58.424342,389,450000,ALMAGRO,5,-58.4295003232997,512.382105609605,508,Obelisco,4187.72765489599
1765,VTA,TERRENO,-34.5928451,-58.4243294,0,640000,PALERMO,14,VTA,TERRENO,-34.5928451,-58.4243294,0,640000,PALERMO,14,-58.4274154,1489.6606002519,VTA,TERRENO,-34.5928451,-58.4243294,0,640000,PALERMO,14,-58.4159554190067,1147.94713480655,805,Obelisco,4101.87306768892
1766,VTA,TERRENO,-34.6530061,-58.4242917,242,150000,NUEVA POMPEYA,4,VTA,TERRENO,-34.6530061,-58.4242917,242,150000,NUEVA POMPEYA,4,-58.4199555,672.599068204485,VTA,TERRENO,-34.6530061,-58.4242917,242,150000,NUEVA POMPEYA,4,-58.4123851512005,1699.07842488067,230,Obelisco,6724.75603118323
1767,VTA,TERRENO,-34.6325107,-58.4242846,160,270000,BOEDO,5,VTA,TERRENO,-34.6325107,-58.4242846,160,270000,BOEDO,5,-58.4199555,1776.00211240915,VTA,TERRENO,-34.6325107,-58.4242846,160,270000,BOEDO,5,-58.4267890228972,651.428869330652,390,Obelisco,5052.64835384318
1768,VTA,TERRENO,-34.6034639,-58.424194,161,780000,ALMAGRO,5,VTA,TERRENO,-34.6034639,-58.424194,161,780000,ALMAGRO,5,-58.4088675,1518.94938553373,VTA,TERRENO,-34.6034639,-58.424194,161,780000,ALMAGRO,5,-58.4209624702706,298.267030629497,986,Obelisco,3907.82544149553
1769,VTA,TERRENO,-34.603464,-58.424194,162,800000,ALMAGRO,5,VTA,TERRENO,-34.603464,-58.424194,162,800000,ALMAGRO,5,-58.4088675,1518.94518344361,VTA,TERRENO,-34.603464,-58.424194,162,800000,ALMAGRO,5,-58.4209624702706,298.268264295342,986,Obelisco,3907.82535789063
1770,VTA,TERRENO,-34.5928681,-58.42411,217,640000,PALERMO,14,VTA,TERRENO,-34.5928681,-58.42411,217,640000,PALERMO,14,-58.4274154,1496.11545795705,VTA,TERRENO,-34.5928681,-58.42411,217,640000,PALERMO,14,-58.4159554190067,1136.49454355198,790,Obelisco,4081.8879411617
1771,VTA,TERRENO,-34.5928706,-58.4240923,225,650000,PALERMO,14,VTA,TERRENO,-34.5928706,-58.4240923,225,650000,PALERMO,14,-58.4274154,1496.71697337506,VTA,TERRENO,-34.5928706,-58.4240923,225,650000,PALERMO,14,-58.4159554190067,1135.63525370493,791,Obelisco,4080.25467235966
1772,VTA,TERRENO,-34.638072,-58.4240537,446,300000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.638072,-58.4240537,446,300000,PARQUE CHACABUCO,7,-58.4199555,1175.79462276113,VTA,TERRENO,-34.638072,-58.4240537,446,300000,PARQUE CHACABUCO,7,-58.4123851512005,1127.09933610771,325,Obelisco,5448.30442462304
1773,VTA,TERRENO,-34.591,-58.424,238,720000,PALERMO,14,VTA,TERRENO,-34.591,-58.424,238,720000,PALERMO,14,-58.4274154,1296.26842968303,VTA,TERRENO,-34.591,-58.424,238,720000,PALERMO,14,-58.4159554190067,982.338536481358,869,Obelisco,4138.30017318821
1774,VTA,TERRENO,-34.601071,-58.423905,552,930000,ALMAGRO,5,VTA,TERRENO,-34.601071,-58.423905,552,930000,ALMAGRO,5,-58.4088675,1615.33626147445,VTA,TERRENO,-34.601071,-58.423905,552,930000,ALMAGRO,5,-58.4209624702706,356.101111428803,1103,Obelisco,3892.39279066601
1775,VTA,TERRENO,-34.6157705,-58.4237922,1375,650000,ALMAGRO,5,VTA,TERRENO,-34.6157705,-58.4237922,1375,650000,ALMAGRO,5,-58.4088675,1580.42765648733,VTA,TERRENO,-34.6157705,-58.4237922,1375,650000,ALMAGRO,5,-58.4218156713706,479.362154269841,525,Obelisco,4094.85471989673
1776,VTA,TERRENO,-34.5879307,-58.4237855,281.9,730000,PALERMO,14,VTA,TERRENO,-34.5879307,-58.4237855,281.9,730000,PALERMO,14,-58.4274154,975.921099335135,VTA,TERRENO,-34.5879307,-58.4237855,281.9,730000,PALERMO,14,-58.4211960101264,761.250603654426,872,Obelisco,4248.57120378964
1777,VTA,TERRENO,-34.5974068,-58.4237445,1800,1800000,PALERMO,14,VTA,TERRENO,-34.5974068,-58.4237445,1800,1800000,PALERMO,14,-58.4088675,1848.70200218346,VTA,TERRENO,-34.5974068,-58.4237445,1800,1800000,PALERMO,14,-58.4209624702706,687.855571804506,995,Obelisco,3929.5826480511
1778,VTA,TERRENO,-34.6383857,-58.4237321,251,540000,BOEDO,5,VTA,TERRENO,-34.6383857,-58.4237321,251,540000,BOEDO,5,-58.4199555,1133.52167585758,VTA,TERRENO,-34.6383857,-58.4237321,251,540000,BOEDO,5,-58.4123851512005,1088.41800706945,325,Obelisco,5451.74899312003
1779,VTA,TERRENO,-34.5992465,-58.4237305,0,580000,ALMAGRO,5,VTA,TERRENO,-34.5992465,-58.4237305,0,580000,ALMAGRO,5,-58.4088675,1716.60650597274,VTA,TERRENO,-34.5992465,-58.4237305,0,580000,ALMAGRO,5,-58.4209624702706,503.405433769302,1029,Obelisco,3897.05821183283
1780,VTA,TERRENO,-34.59644,-58.423668,160,790000,PALERMO,14,VTA,TERRENO,-34.59644,-58.423668,160,790000,PALERMO,14,-58.4274154,1892.78627257547,VTA,TERRENO,-34.59644,-58.423668,160,790000,PALERMO,14,-58.4209624702706,786.213489769154,988,Obelisco,3943.26631658742
1781,VTA,TERRENO,-34.653787,-58.423611,360,225000,NUEVA POMPEYA,4,VTA,TERRENO,-34.653787,-58.423611,360,225000,NUEVA POMPEYA,4,-58.4199555,712.864808933941,VTA,TERRENO,-34.653787,-58.423611,360,225000,NUEVA POMPEYA,4,-58.4123851512005,1728.4692695201,247,Obelisco,6759.58870341343
1782,VTA,TERRENO,-34.5750694,-58.4235177,393,3700000,PALERMO,14,VTA,TERRENO,-34.5750694,-58.4235177,393,3700000,PALERMO,14,-58.4249824,392.147246882449,VTA,TERRENO,-34.5750694,-58.4235177,393,3700000,PALERMO,14,-58.4257114411123,422.892986033236,374,Obelisco,4989.72237392719
1783,VTA,TERRENO,-34.6277643,-58.4234579,261,750000,BOEDO,5,VTA,TERRENO,-34.6277643,-58.4234579,261,750000,BOEDO,5,-58.4436522,2079.15604501597,VTA,TERRENO,-34.6277643,-58.4234579,261,750000,BOEDO,5,-58.4267890228972,316.558220777446,549,Obelisco,4675.06752775144
1784,VTA,TERRENO,-34.638017,-58.423449,235,400000,BOEDO,5,VTA,TERRENO,-34.638017,-58.423449,235,400000,BOEDO,5,-58.4199555,1165.13419786863,VTA,TERRENO,-34.638017,-58.423449,235,400000,BOEDO,5,-58.4123851512005,1076.64362304891,343,Obelisco,5404.51228300304
